index,yearly_price_delta_percent
622,0.6203883236028818
811,0.15549692877528545
734,0.4274697364992194
387,-0.04807189216101315
364,0.035752168291203416
230,3.460423532332366
32,0.9024037021390992
650,0.3186491402683873
514,-0.054133578927820995
891,0.2365980698029383
184,-0.9010698555061928
253,-0.2440750658867465
671,-0.004422281865512635
1,-0.18242953715046792
918,0.09999999999999998
984,0.1896668712020744
936,0.14841693203136275
946,0.8092531145957902
131,0.06443560065502983
112,1.5108094538124561
506,0.3767952548912313
567,0.15862067652411244
905,-0.011055876462023773
273,0.6567148114714256
613,0.13599517005621012
260,0.11208682589755148
164,0.21277227460875425
421,6.682366700677941
240,18.348286049243505
250,-0.1775882516058881
129,-0.2526752113464007
90,-0.04136993629153588
634,10.136474377306588
1062,0.17023438735959506
291,0.07869093174639552
209,-0.016599302629888513
412,18.825683476063087
366,-0.02510987525041564
951,0.0004902964918669372
466,0.1473706271300631
828,-0.053291262477034966
26,-0.13297440365698127
578,0.06940376670437523
767,0.7477061956492125
81,0.017466949688670297
344,-0.035642897592482015
1028,0.1836058639892364
126,0.2288912756038353
1026,0.3762896427206789
770,0.6507448599213571
630,0.6097409372613266
20,-0.029544840327894336
172,3.0902232067750104
227,0.529082221214577
821,0.8589912600444477
204,0.3012824147656935
75,-0.04050707182467357
116,0.04275719665436317
527,2.314798541091747
751,0.0789782164830249
865,0.40717824435144495
24,0.15090312375903545
814,-0.15201764072576618
979,0.6420784392011115
105,-0.4048308412664292
795,0.6274536302099328
55,0.2291680919477321
492,0.6881329320174006
79,2.1312982737253234
380,0.498331422392498
280,-0.04869217371784579
690,-0.03128157581236468
6,1.834153576478478
44,-0.10389992201542876
347,-0.03953984349240253
269,0.15446939307954732
652,0.08941147349037502
228,0.529082221214577
136,0.4791248427531407
383,10.041754603845064
414,0.04340161647718502
708,0.8255148264497888
925,0.12068427000463032
907,0.20175045864949914
358,0.23021122992548834
760,0.5584587903202094
867,0.4182912199356781
322,0.005668763651584086
836,0.7494605512696467
932,2.3793272878274334
632,0.2333948315212744
1033,11.53741005632902
998,0.6786371149516457
413,-0.21270941699050933
51,0.3768823389883862
974,0.3295235590263978
618,0.4553584704270527
637,0.07110979582167842
286,-0.3171094734283966
703,0.7686490069444702
528,-0.08998070432912665
773,0.09032218081429352
169,0.319133435708907
839,-0.15734800805337695
111,0.1378285175654721
233,-0.030362628775026487
58,-0.2716320829708732
898,0.4028459721080793
790,1.2798398799504265
217,-0.1869901951066996
960,7.446320394452053
555,-0.07741380120076663
727,0.2394578720537156
317,0.27225258347635883
473,0.10838436137757733
1043,-0.4642856061206343
964,0.08847371007525001
673,0.7058604514524198
284,-0.018956655290738863
804,0.5201833164874373
187,0.07138031892646926
977,7.561161924434438
950,0.7408436894310797
360,0.3642401905759685
1003,0.32379123736457704
668,0.3516878397092609
432,0.36262475037772457
487,0.4863317340659245
236,0.28182547396303725
205,-0.03829245408481592
707,-0.5006225138943501
817,-1.0770630165732369
299,0.659154956113428
319,0.9269855759454296
953,0.3202341983390486
451,0.12043417918133062
254,0.13702856305469666
987,0.23224990030776785
331,0.7548994076158193
297,0.3161217953298989
574,0.36624137137730783
351,0.05794469254621415
183,-0.9013879216639537
50,-0.10268266204380436
478,0.219478834512908
103,2.0940844609982223
857,-0.5315753148037639
924,0.2252327877881404
512,0.4966491859553034
713,0.1103518916016442
11,0.032664259641326764
651,0.23570607168002145
834,-0.11459669828731728
130,-0.2526752113464007
357,-0.3263648252274869
418,0.497270435591201
18,0.028926289924755294
35,0.2940271665738856
77,0.533219695163093
410,0.08616955856414371
755,0.02411228959389275
237,0.31476191492690897
503,-0.04681250156097494
46,0.1222306416043344
426,-0.05631450558231532
980,0.6211268312024169
1037,-0.22434671509707887
1032,0.6964867443977668
356,-0.13816680554398245
580,-0.9907684411928128
1066,-0.4102777859511919
1035,0.5764790865991528
602,0.6309208136409155
109,0.6749762227281897
1068,0.2301524409242734
132,-0.04605414681785167
124,0.12376133143425172
255,0.13702856305469666
837,0.053695911840634984
442,0.1222567185285826
201,0.07295813625427078
965,0.056788253828088615
937,0.06077926467146898
629,-0.015906417409827178
741,0.13058137927047905
469,-0.18586540841337126
488,0.9926196485216144
997,-0.14123022058832768
609,0.5663556867079729
354,-0.2898092268490577
219,1.6137006893619603
429,-0.3270123947398571
436,-0.3169908676659996
826,-0.204933622879694
141,0.0869652568315702
78,0.12496024943039885
245,2.4599659855798017
688,0.3942557140356506
947,0.5782879359273875
296,-0.04380091470957684
524,0.334331343488404
85,7.000848492852192
348,-0.09228252960243433
489,-0.7728273774439636
525,0.3492517020097217
194,-0.044016177333913935
448,2.466398385449462
970,2.410186138875753
546,-0.23502441563422435
293,-0.005992099359948154
1024,0.008169008004569711
866,0.1379941168267207
266,0.4709339265790552
895,0.15474945876255242
173,-0.0034720577255786256
655,-0.13345471301991166
830,-0.18840908895544967
341,0.020472741525929213
424,-0.18880660659508847
882,-0.06709265225824745
3,-0.11925284793797787
786,-0.10425731785217753
1022,0.3223325488886808
1060,0.4984556008075467
581,8.044109721374824
375,-0.05304380272914898
43,0.2291818810777569
385,0.5513088057326359
1064,-0.1832994823392838
415,0.4487724162034483
166,-0.17858734671399634
25,0.2587105051955732
420,0.2496833296353905
768,-0.13084489078469605
459,-0.4317569442328264
14,0.4375780527447751
812,0.2895176944900701
520,0.0035439807761326048
115,0.11366641696251174
584,-0.12439982455659948
292,0.9666538356308252
307,0.728892273496957
798,-0.08668449995326992
529,0.9874770946859672
325,0.4764159432172097
179,-0.004669430059124125
615,0.901396967623284
617,0.09472221012757437
212,0.4480341006693784
519,0.8983552743536714
222,0.1551259553674741
235,0.28182547396303725
625,-0.5158773296124434
248,4.454796761531368
745,-0.2490055992268816
771,5.162054189327106
595,0.06633788402107571
330,0.7548994076158193
733,1.3362685276149036
350,0.07214428857715431
368,28.337742771015105
725,-0.19885400336256787
156,0.034695052214947265
118,0.3401671363942712
785,0.06313517675308566
178,0.0847011358232473
774,0.09032218081429352
689,-0.03128157581236468
872,-0.04857633755177417
994,-0.0740579162698645
949,0.7251978569733142
261,-0.028058078825587973
444,0.3505955992553788
543,3.3676249019986586
57,0.09663620970641518
407,0.6310619232747898
797,-0.08668449995326992
705,-0.09280207992808097
326,1.5151607892426542
37,0.3128821647624427
72,0.3025143528910432
84,9.428957867220527
781,-0.2520876919258181
0,0.047573898300748124
600,0.747356840886962
80,0.08766296837367238
241,-0.6478330137898394
695,7.819663719156315
904,0.22224028005532204
479,0.219478834512908
623,0.6203883236028818
511,0.4966491859553034
1012,0.796238465717365
544,0.15179706162653456
388,1.196366632174556
796,-0.08668449995326992
117,0.1353477735850862
509,8.858150471302617
190,-0.037859549294544825
345,0.5706023860536766
73,0.4423624161181973
536,-0.09806903237725156
1045,0.1541812415627728
985,0.4691108399931614
110,-0.07986424563876435
496,0.34267526860619146
355,1.6807991215261604
990,0.25685248443938546
647,-0.8531476447857103
1001,0.4947900497164369
815,-1.0770630165732369
59,2.7972478430569754
941,0.32656499323733
1019,0.4871445486482235
559,0.17710401732590786
440,-0.0011010619534896073
423,0.14382391658247562
288,0.21178024035530785
216,0.17905200441168714
1058,-0.20072893391452687
119,11.818451066276605
13,0.20856295509378334
975,0.05924538522073414
476,0.6521886055574446
959,2.1031249595768107
381,3.809280645861378
416,0.6112155949508212
883,0.34961382025551835
389,1.196366632174556
207,12.018546233640572
823,1.2346889868887634
672,-0.07135436117988014
810,-0.03685772393062914
670,0.9687944209548772
687,0.3942557140356506
127,0.2233532434106552
989,0.2121329257844836
642,0.5461639934385738
510,0.21640848165238413
198,0.6468830869009652
398,0.04755835034380232
740,0.13058137927047905
955,0.29492775727200443
302,0.6374536004238018
30,9.053165681484264
438,6.064485490597399
123,0.06773943679568227
242,-0.12023861877298335
1015,0.2540008078203517
