index,Beds,Baths,Area,Noise,PropertyType,DaysOnRealtor.com,YearBuilt,Latitude,Longitude,City_x,County,FemaInfo,FloodFactorHigh,LastSoldYear,SizeRank,yearly_price_delta,yearly_price_delta_percent
0,2.0,2.0,1350.0, Medium,Condo,412.0,1970.0,26.118226,-80.106961,Fort Lauderdale,Broward County,X500   (),True,2019,6556,-6211.727272727272,0.047573898300748124
1,2.0,2.0,1479.0, Medium,Condo,156.0,2008.0,26.232514,-80.091608,Pompano Beach,Broward County,X500   (),True,2015,1036,-9893.727272727272,-0.18242953715046792
2,2.0,2.0,1522.0, Medium,Single Family Home,43.0,1955.0,26.218289,-80.10140200000002,Pompano Beach,Broward County,AE   (),True,2010,1036,5938.454545454546,0.7418725696687619
3,2.0,2.0,1028.0, Medium,Condo,62.0,1964.0,26.243361,-80.08722399999998,Pompano Beach,Broward County,VE   (),True,2019,1036,-7042.545454545455,0.34961382025551835
4,2.0,2.0,1140.0, Medium,Condo,691.0,1970.0,26.244593,-80.087189,Pompano Beach,Broward County,X   (),False,2012,1036,5906.959595959597,1.271676486014374
5,1.0,1.0,845.0, Medium,Condo,178.0,1965.0,25.79045,-80.12902700000002,Miami Beach,Miami-Dade County,AE   (),True,2015,101,8985.424242424242,0.31971359940174265
6,1.0,1.0,820.0, Medium,Condo,179.0,1965.0,25.79045,-80.12902700000002,Miami Beach,Miami-Dade County,AE   (),True,2014,101,-2632.818181818182,-0.11925284793797787
7,3.0,3.0,2150.0, Medium,Condo,177.0,1957.0,26.463537,-80.058697,Delray Beach,Palm Beach County,X   (),True,2018,5841,13435.39393939394,0.5366570681966643
8,3.0,3.0,2048.0, Medium,Single Family Home,42.0,1948.0,26.495907,-80.061208,Delray Beach,Palm Beach County,X500   (),True,2014,5841,-23799.363636363636,0.8154948220608145
9,2.0,2.5,1757.0, Low,Condo,118.0,2002.0,25.766816,-80.132849,Miami Beach,Miami-Dade County,AE   (),True,2008,101,66670.04195804195,0.8364006866824834
10,2.0,2.5,1757.0, Low,Condo,224.0,2002.0,25.766816,-80.132849,Miami Beach,Miami-Dade County,AE   (),True,2003,101,109819.9494949495,1.834153576478478
11,2.0,2.0,1088.0, Medium,Condo,243.0,2008.0,25.781948,-80.142781,Miami Beach,Miami-Dade County,AE   (),True,2014,101,-8122.558441558443,-0.19846332187507232
12,2.0,2.5,1862.0, Low,Condo,106.0,2008.0,25.767864000000007,-80.13282199999998,Miami Beach,Miami-Dade County,AE   (),True,2011,101,48451.53636363637,0.2394578720537156
13,2.0,2.0,1193.0, Medium,Condo,89.0,1986.0,26.004306,-80.32058599999998,Pembroke Pines,Broward County,X500   (),True,2020,292,-10460.909090909092,0.3491287521420182
14,2.0,1.5,1075.0, Medium,Condo,172.0,1976.0,25.996491,-80.120727,Hallandale Beach,Broward County,AE   (),True,2011,230,-2183.4727272727278,1.239354989789316
15,2.0,1.0,1086.0, Medium,Condo,131.0,2005.0,25.984324,-80.11886,Hallandale Beach,Broward County,AE   (),True,2017,230,-1947.5454545454545,0.020472741525929213
16,2.0,2.0,1248.0, Medium,Condo,255.0,1970.0,25.978167000000006,-80.119321,Hallandale Beach,Broward County,X   (),True,2016,230,-2400.345454545455,0.031073113376269293
17,2.0,2.0,1680.0, Medium,Townhome,190.0,1979.0,25.992503,-80.124066,Hallandale Beach,Broward County,AE   (),True,2016,230,6463.290909090911,0.4863317340659245
18,2.0,2.0,1092.0, Medium,Condo,20.0,1969.0,25.992894,-80.134887,Hallandale Beach,Broward County,AE   (),True,2017,230,2143.363636363636,0.8589912600444477
19,1.0,1.5,744.0, Medium,Condo,79.0,1991.0,26.00053,-80.1924,Hollywood,Broward County,X500   (),False,2016,663,-4189.236363636364,0.01939516086109561
20,1.0,1.0,720.0, Medium,Condo,41.0,1966.0,26.000653,-80.196602,Hollywood,Broward County,X500   (),False,2014,663,-3459.5454545454545,0.5584587903202094
21,2.0,2.0,1197.0, Low,Condo,148.0,1983.0,27.280815000000004,-80.208807,Jensen Beach,St. Lucie County,AO   (),True,2019,2713,-12027.863636363636,0.032664259641326764
22,2.0,2.0,1053.0, Medium,Condo,12.0,1978.0,27.2792,-80.20787,Jensen Beach,St. Lucie County,AO   (),True,2019,2713,-8068.772727272727,0.4375780527447751
23,2.0,2.0,961.0, Medium,Condo,4.0,1985.0,27.224346,-80.231036,Jensen Beach,Martin County,X   (),False,2017,2713,-12009.772727272728,0.33209842250433663
24,3.0,2.0,1784.0, Low,Single Family Home,222.0,1982.0,27.282173,-80.377646,Port Saint Lucie,St. Lucie County,X   (),False,2015,265,-12516.090909090908,0.02532053613736507
25,3.0,2.0,1608.0, Medium,Single Family Home,11.0,2006.0,27.261358,-80.370994,Port Saint Lucie,St. Lucie County,X   (),True,2013,265,-8451.681818181818,1.0650635561699713
26,3.0,2.0,1783.0, Medium,Townhome,102.0,2005.0,28.386394,-80.607507,Cape Canaveral,Brevard County,X   (),True,2018,6619,-11276.030303030302,0.20856295509378334
27,3.0,2.0,2187.0, Medium,Condo,8.0,2005.0,28.382193,-80.608652,Cape Canaveral,Brevard County,X   (),True,2005,6619,-2140.1079545454545,-0.10525568993928143
28,3.0,2.0,2032.0, Low,Condo,37.0,2004.0,28.394878,-80.61686,Cape Canaveral,Brevard County,X   (),True,2016,6619,-13707.709090909091,-0.06988329501623536
29,3.0,2.0,1968.0, Medium,Townhome,66.0,1996.0,28.393987,-80.60361400000002,Cape Canaveral,Brevard County,X   (),True,1996,6619,424.8581818181829,0.1822402444353948
30,3.0,2.5,1696.0, Medium,Townhome,51.0,2005.0,28.394501,-80.59789599999998,Cape Canaveral,Brevard County,X   (),True,2011,6619,-7421.590909090909,0.4724462531169157
31,3.0,2.5,1696.0, Medium,Townhome,5.0,2005.0,28.394583,-80.597897,Cape Canaveral,Brevard County,X   (),True,2009,6619,-3036.666666666666,0.42031937350183857
32,5.0,5.5,4902.0, Medium,Single Family Home,130.0,2011.0,26.446853000000004,-80.062212,Delray Beach,Palm Beach County,AE   (),True,2007,5841,114336.3051948052,4.901501320084003
33,5.0,6.0,6025.0, Medium,Single Family Home,238.0,1980.0,26.425192,-80.067018,Delray Beach,Palm Beach County,AE   (),True,2014,5841,8276.454545454559,21.52410716900031
34,4.0,2.5,2620.0, Low,Single Family Home,16.0,2016.0,27.77049,-82.33973,Ruskin,Hillsborough County,X   (),False,2017,1934,-4403.568181818182,0.21312826616691025
35,5.0,3.0,3000.0, Medium,Single Family Home,33.0,2006.0,26.110174,-80.284467,Plantation,Broward County,X500   (),False,2007,646,4923.571428571428,0.028926289924755294
36,5.0,3.5,3621.0, Medium,Single Family Home,135.0,1978.0,26.111055,-80.28171400000002,Plantation,Broward County,X500   (),False,2010,646,-11687.181818181818,0.5086577133322112
37,4.0,3.5,3460.0, Medium,Single Family Home,68.0,2005.0,27.865964,-82.79849,Largo,Pinellas County,X   (),False,2019,6784,-17362.045454545456,-0.029119300932862413
38,4.0,2.0,2618.0, Medium,Single Family Home,46.0,1967.0,27.867447,-82.793509,Largo,Pinellas County,X   (),False,2009,6784,-609.9621212121201,0.3025143528910432
39,4.0,2.0,3142.0, Low,Single Family Home,33.0,1987.0,28.161044,-82.788128,Tarpon Springs,Pinellas County,AE   (),True,2020,3087,-39846.36363636364,-0.029544840327894336
40,4.0,3.0,2642.0, N/A,Single Family Home,15.0,2006.0,24.569017,-81.761101,Key West,Monroe County,AE   (),True,2020,1874,-3666.181818181818,0.34460775480543204
41,4.0,3.5,1995.0, N/A,Single Family Home,95.0,1920.0,24.552211,-81.787945,Key West,Monroe County,AE   (),True,2015,1874,27869.181818181816,1.9412595493473777
42,2.0,2.0,1500.0, Low,Condo,47.0,1981.0,26.396437,-80.06829599999998,Highland Beach,Palm Beach County,AE   (),True,2012,4129,-429.1313131313127,0.2811285530019374
43,2.0,2.5,2307.0, Medium,Condo,5.0,1981.0,26.427742,-80.063252,Highland Beach,Palm Beach County,VE   (),False,2010,4129,-1007.0,-0.08845232628848704
44,2.0,2.0,1102.0, Medium,Condo,65.0,1970.0,26.418537,-80.06559399999998,Highland Beach,Palm Beach County,AE   (),True,2019,4129,-6964.545454545454,0.20058266090958526
45,2.0,2.0,1672.0, Medium,Condo,12.0,1991.0,26.417644,-80.065297,Highland Beach,Palm Beach County,AE   (),True,2019,4129,-5969.090909090909,0.06940376670437523
46,2.0,2.5,2659.0, Medium,Condo,44.0,1987.0,26.412746,-80.064313,Highland Beach,Palm Beach County,VE   (),True,2013,4129,27496.386363636357,0.747356840886962
47,2.0,2.0,1400.0, Medium,Condo,144.0,1997.0,26.411732,-80.065603,Highland Beach,Palm Beach County,AE   (),True,2019,4129,-1055.454545454546,0.4308473935439861
48,2.0,2.5,2292.0, Low,Condo,37.0,2001.0,26.408566,-80.066927,Highland Beach,Palm Beach County,AE   (),False,2002,4129,25746.411483253585,0.4553584704270527
49,2.0,2.5,2057.0, Medium,Townhome,193.0,1976.0,26.405392,-80.066294,Highland Beach,Palm Beach County,AE   (),True,2013,4129,-7644.477272727272,0.2333948315212744
50,2.0,2.0,1560.0, Medium,Condo,95.0,2006.0,30.278223,-81.386813,Jacksonville Beach,Duval County,AO   (),True,2007,2488,5111.318181818182,0.15090312375903545
51,2.0,2.0,1560.0, Medium,Condo,8.0,2006.0,30.278223,-81.386813,Jacksonville Beach,Duval County,AO   (),True,2017,2488,-5024.84090909091,0.2587105051955732
52,2.0,1.5,1020.0, Medium,Townhome,7.0,1997.0,30.299242,-81.392599,Jacksonville Beach,Duval County,X500   (),True,2016,2488,-11388.072727272727,0.1378285175654721
53,2.0,2.0,1212.0, Medium,Condo,15.0,1982.0,30.306816,-81.393027,Jacksonville Beach,Duval County,X   (),False,2018,2488,-6665.969696969699,0.3600379388200835
54,3.0,3.5,2733.0, Low,Single Family Home,61.0,2013.0,27.303071000000006,-80.430589,Port Saint Lucie,St. Lucie County,X   (),False,2014,3044,-6627.844155844156,-0.13297440365698127
55,3.0,2.5,2058.0, Low,Single Family Home,137.0,2015.0,27.3097,-80.436755,Port Saint Lucie,St. Lucie County,X   (),False,2016,3044,-8671.345454545453,-0.06020448228474597
56,3.0,2.0,1650.0, Low,Single Family Home,73.0,2021.0,27.368541,-80.394577,Port Saint Lucie,St. Lucie County,X   (),False,2020,3044,-3598.636363636364,5.474654840577031
57,3.0,2.0,1411.0, Medium,Single Family Home,14.0,2004.0,27.295143,-80.414591,Port Saint Lucie,St. Lucie County,X   (),False,2005,3044,496.2897727272728,0.05234736734177742
58,4.0,2.0,2150.0, Medium,Single Family Home,129.0,1989.0,27.874961,-82.33304,Riverview,Hillsborough County,AE   (),False,2007,506,5555.766233766234,0.514486740544532
59,2.0,2.0,1340.0, Medium,Single Family Home,44.0,2000.0,26.661652,-80.148535,Greenacres,Palm Beach County,X   (),False,2009,8229,1500.3484848484852,0.6952607031709984
60,3.0,2.0,1433.0, Low,Single Family Home,26.0,2007.0,30.08578,-81.76677099999998,Middleburg,Clay County,X   (),False,2007,753,-437.3701298701298,0.00871885399155718
61,3.0,2.0,1480.0, Medium,Single Family Home,8.0,1986.0,30.099779,-81.82915600000003,Middleburg,Clay County,X   (),False,2017,753,-13072.113636363636,-0.02405450458690045
62,3.0,2.5,1878.0, Low,Townhome,24.0,2017.0,30.052791,-81.849928,Middleburg,Clay County,X   (),False,2020,753,-17348.727272727272,0.11412650073239525
63,3.0,2.0,1405.0, Medium,Single Family Home,64.0,2014.0,28.016446,-82.749043,Dunedin,Pinellas County,X   (),False,2009,698,4167.628787878788,9.053165681484264
64,3.0,2.0,1900.0, Medium,Single Family Home,10.0,1986.0,28.025806,-82.751793,Dunedin,Pinellas County,X   (),False,2020,698,-24437.454545454544,0.319133435708907
65,3.0,2.0,1900.0, Medium,Single Family Home,10.0,1986.0,28.025806,-82.751793,Dunedin,Pinellas County,X   (),False,2020,698,-24437.454545454544,0.319133435708907
66,3.0,2.0,1500.0, Medium,Single Family Home,89.0,2021.0,28.025051,-82.76902,Dunedin,Pinellas County,X   (),False,2020,698,-18487.454545454544,1.6137006893619603
67,3.0,2.0,1833.0, Medium,Single Family Home,29.0,1980.0,28.031115000000003,-82.765303,Dunedin,Pinellas County,X   (),False,2020,698,-29346.545454545456,-0.03953984349240253
68,3.0,2.0,1833.0, Medium,Single Family Home,29.0,1980.0,28.031115000000003,-82.765303,Dunedin,Pinellas County,X   (),False,2020,698,-29346.545454545456,-0.03953984349240253
69,3.0,1.0,1480.0, Medium,Single Family Home,9.0,1953.0,28.033023,-82.787359,Dunedin,Pinellas County,AE   (),True,2017,698,-14188.318181818182,0.26979150133196445
70,3.0,2.0,1412.0, Medium,Single Family Home,356.0,2020.0,28.011882,-82.77538100000002,Dunedin,Pinellas County,X500   (),False,2020,698,-17442.0,2.3793272878274334
71,3.0,2.0,1412.0, Medium,Single Family Home,356.0,2020.0,28.011882,-82.77538100000002,Dunedin,Pinellas County,X500   (),False,2020,698,-17442.0,2.3793272878274334
72,3.0,2.0,1428.0, Medium,Single Family Home,19.0,1957.0,28.010288,-82.779474,Dunedin,Pinellas County,X   (),False,2018,698,-13231.39393939394,0.6973643715481939
73,2.0,2.0,1280.0, Low,Condo,44.0,1975.0,28.125315000000004,-82.78226,Tarpon Springs,Pinellas County,VE   (),True,2005,3087,3027.596590909091,0.3515300868106924
74,2.0,2.0,1065.0, Low,Condo,120.0,1981.0,28.125301,-82.779834,Tarpon Springs,Pinellas County,AE   (),True,1999,3087,5904.545454545454,1.5151607892426542
75,2.0,2.0,850.0, Medium,Condo,36.0,1983.0,26.161986,-80.288022,Sunrise,Broward County,X500   (),False,2020,952,-7055.0,0.9024037021390992
76,2.0,2.0,1594.0, Medium,Single Family Home,10.0,1974.0,26.138564,-80.262899,Plantation,Broward County,X500   (),True,2020,952,-5845.909090909091,0.3295235590263978
77,3.0,3.0,2065.0, Medium,Single Family Home,327.0,1949.0,27.868103,-82.79764899999998,Seminole,Pinellas County,X   (),False,2017,6784,-8094.477272727272,2.061808073708236
78,3.0,2.0,1188.0, Low,Single Family Home,78.0,1976.0,27.871586,-82.80416,Largo,Pinellas County,X   (),False,2016,6784,-15383.14545454545,-0.10268266204380437
79,2.0,2.5,1400.0, Medium,Townhome,129.0,1991.0,28.35098,-80.609032,Cocoa Beach,Brevard County,X   (),True,2016,5376,-12550.872727272726,0.14466361458451915
80,2.0,2.0,1250.0, Medium,Condo,5.0,1965.0,28.354511,-80.605272,Cocoa Beach,Brevard County,VE   (),False,2015,5376,-10513.48484848485,-0.05064193005903117
81,3.0,2.0,1550.0, Medium,Single Family Home,44.0,1993.0,26.713535,-80.229626,West Palm Beach,Palm Beach County,X   (),False,2014,90,-11361.220779220776,0.2940271665738856
82,3.0,2.0,1554.0, Low,Single Family Home,28.0,1986.0,26.691904,-80.215999,Royal Palm Beach,Palm Beach County,X   (),False,2019,90,-9705.0,0.3651056913571266
83,3.0,2.0,1554.0, Low,Single Family Home,28.0,1986.0,26.691904,-80.215999,Royal Palm Beach,Palm Beach County,X   (),False,2019,90,-9705.0,0.3651056913571266
84,3.0,2.0,1710.0, Low,Single Family Home,18.0,1981.0,26.730063,-80.22099399999998,Royal Palm Beach,Palm Beach County,X   (),False,2004,90,-1314.2620320855613,-0.10879291467235852
85,3.0,2.0,1732.0, Low,Single Family Home,17.0,1985.0,26.716497,-80.216349,Royal Palm Beach,Palm Beach County,X   (),False,2017,90,-11500.863636363636,0.035752168291203416
86,3.0,2.0,1220.0, Low,Single Family Home,38.0,1985.0,26.718636,-80.213308,Royal Palm Beach,Palm Beach County,X   (),False,2002,90,1114.5550239234453,0.9766065895721754
87,3.0,2.0,1220.0, Low,Single Family Home,38.0,1985.0,26.718636,-80.213308,Royal Palm Beach,Palm Beach County,X   (),False,2002,90,1114.5550239234453,0.9766065895721754
88,3.0,3.0,2021.0, Medium,Townhome,32.0,2004.0,26.837672,-80.071148,West Palm Beach,Palm Beach County,X   (),True,2013,1689,-14503.761363636364,-0.3283495105467028
89,3.0,2.0,1449.0, Low,Single Family Home,15.0,1988.0,28.638406,-81.189051,Oviedo,Seminole County,X   (),False,2000,456,256.21645021645054,0.3128821647624427
90,3.0,2.0,1588.0, Low,Single Family Home,33.0,2007.0,28.673386,-81.196146,Oviedo,Seminole County,X   (),False,2007,456,2398.831168831169,0.2496833296353905
91,3.0,2.0,1668.0, Medium,Single Family Home,15.0,1990.0,28.616746000000006,-81.24965999999998,Oviedo,Seminole County,X   (),False,2010,456,-5793.090909090909,-0.22434671509707887
92,3.0,2.0,1668.0, Medium,Single Family Home,15.0,1990.0,28.616746000000006,-81.24965999999998,Oviedo,Seminole County,X   (),False,2010,456,-5793.090909090909,-0.22434671509707887
93,5.0,5.0,4069.0, Medium,Single Family Home,29.0,2016.0,25.835587,-80.367724,Doral,Miami-Dade County,AH   (),True,2019,657,32576.090909090908,0.2961070002091692
94,5.0,5.5,3911.0, Medium,Single Family Home,33.0,2017.0,25.834853,-80.368648,Doral,Miami-Dade County,AH   (),True,2017,657,16449.340909090908,0.0912763866700965
95,3.0,2.0,1740.0, Medium,Single Family Home,22.0,1989.0,26.16474,-80.290263,Fort Lauderdale,Broward County,X500   (),False,2015,3049,-13147.742424242424,-0.053782614381017946
96,3.0,2.0,1330.0, Medium,Townhome,10.0,1990.0,26.173355,-80.294831,Sunrise,Broward County,X500   (),False,2017,3049,-14687.818181818182,0.09663620970641518
97,3.0,2.0,968.0, Medium,Condo,45.0,1974.0,26.170526,-80.262831,Sunrise,Broward County,X500   (),False,2009,3049,-4612.454545454545,2.5822006478205357
98,3.0,2.0,1559.0, Medium,Single Family Home,94.0,1997.0,28.268542,-82.639849,New Port Richey,Pasco County,A   (),False,2009,4972,1972.840909090909,0.938496304360282
99,3.0,2.0,1726.0, Low,Single Family Home,8.0,1978.0,28.319908,-82.644441,New Port Richey,Pasco County,X   (),False,2018,4972,-15808.757575757576,-0.18163821505701944
100,3.0,2.5,2178.0, Medium,Single Family Home,44.0,2002.0,28.267559,-82.62666899999998,New Port Richey,Pasco County,X   (),False,2001,4972,6897.695454545454,7.000848492852192
101,3.0,1.5,1524.0, Low,Single Family Home,136.0,1976.0,28.294129,-82.610374,New Port Richey,Pasco County,X   (),False,2019,4972,-15766.0,1.378527843389879
102,3.0,2.5,1289.0, Medium,Single Family Home,227.0,1992.0,24.85581,-80.73161,Islamorada,Monroe County,AE   (),True,2017,11640,-9223.227272727272,0.4423624161181973
103,3.0,2.0,1686.0, Medium,Single Family Home,9.0,2017.0,24.933119,-80.61666899999999,Islamorada,Monroe County,AE   (),True,2020,11640,19809.36363636364,0.9913883818011956
104,3.0,2.0,1682.0, Medium,Single Family Home,30.0,1975.0,26.151806,-80.28994399999998,Fort Lauderdale,Broward County,X500   (),False,2014,952,-9657.116883116882,0.22918188107775686
105,3.0,2.5,1428.0, Medium,Single Family Home,380.0,1991.0,26.14059,-80.293363,Plantation,Broward County,X500   (),False,2020,952,-28150.272727272728,-0.10389992201542876
106,3.0,2.0,1858.0, Medium,Single Family Home,24.0,1979.0,26.153645,-80.275633,Sunrise,Broward County,X500   (),False,2014,952,-11566.207792207793,0.03710871034604957
107,3.0,2.0,1671.0, Medium,Single Family Home,58.0,1973.0,26.153713,-80.27187099999998,Sunrise,Broward County,X500   (),False,2010,952,-3462.7272727272716,0.796238465717365
108,3.0,2.0,1914.0, Medium,Single Family Home,19.0,1989.0,26.147839,-80.281356,Plantation,Broward County,X500   (),False,2000,952,3316.3896103896113,0.1541812415627728
109,3.0,2.5,2028.0, Low,Townhome,16.0,2006.0,27.26875,-80.434928,Port Saint Lucie,St. Lucie County,X   (),False,2017,8629,-8340.818181818182,0.1222306416043344
110,4.0,3.5,2964.0, Medium,Single Family Home,26.0,1996.0,26.125553,-80.29419399999998,Plantation,Broward County,X500   (),False,2017,646,-8475.15909090909,0.18109385538319547
111,4.0,3.0,2364.0, Low,Single Family Home,28.0,1999.0,26.099503,-80.289407,Davie,Broward County,X500   (),False,2016,646,-15878.6,-0.11646811842474103
112,4.0,3.0,3132.0, Medium,Single Family Home,36.0,1994.0,25.649579,-80.282863,Coral Gables,Miami-Dade County,AE   (),True,2014,3187,-21188.818181818184,-0.12023861877298335
113,4.0,3.0,2767.0,,Single Family Home,106.0,1954.0,25.657492,-80.301238,Pinecrest,Miami-Dade County,AE   (),False,1999,3187,19443.772727272724,1.7258703839475449
114,4.0,2.0,1817.0, Medium,Single Family Home,181.0,1966.0,25.649654,-80.301243,Pinecrest,Miami-Dade County,AE   (),True,2013,3187,-14591.602272727272,0.187448355526243
115,2.0,1.0,959.0, Medium,Single Family Home,100.0,1959.0,27.871027,-82.790975,Largo,Pinellas County,X   (),False,2020,6784,-22346.0,0.23526953775280146
116,3.0,2.5,1635.0, Medium,Townhome,36.0,1993.0,26.014152,-80.294268,Pembroke Pines,Broward County,X500   (),False,2000,3565,-546.2857142857138,0.3768823389883862
117,2.0,2.5,1332.0, Medium,Townhome,3.0,1978.0,28.149271,-80.598164,Indian Harbour Beach,Brevard County,X   (),True,2005,3357,1135.3977272727275,0.1857837290020538
118,2.0,2.0,1182.0, Medium,Condo,20.0,1974.0,28.203259000000006,-80.59556500000002,Satellite Beach,Brevard County,VE   (),False,2015,3357,-10609.424242424244,-0.07741380120076663
119,2.0,1.5,1055.0, Low,Condo,9.0,1981.0,28.148712,-80.588125,Indian Harbour Beach,Brevard County,X   (),False,2015,3357,-12513.969696969698,-0.147284171571137
120,2.0,2.0,1100.0, Low,Condo,15.0,1981.0,28.148712,-80.588125,Indian Harbour Beach,Brevard County,X   (),False,2002,3357,-1709.301435406698,0.14482936620979706
121,2.0,2.0,1556.0, Medium,Townhome,40.0,1984.0,28.159188,-80.600509,Indian Harbour Beach,Brevard County,X   (),True,2016,3357,-10275.945454545454,0.13363871443882608
122,5.0,3.0,3748.0, Medium,Single Family Home,26.0,1974.0,28.048275,-82.383434,Temple Terrace,Hillsborough County,X   (),False,2019,1023,-12589.181818181818,0.2291680919477321
123,3.0,2.0,1882.0, Medium,Single Family Home,39.0,1956.0,26.312319,-80.088302,Deerfield Beach,Broward County,X500   (),True,2018,3252,-10708.303030303032,0.4754015859955824
124,2.0,2.0,1516.0, Low,Single Family Home,24.0,2016.0,27.313228,-80.44048000000002,Port Saint Lucie,St. Lucie County,X   (),False,2016,3044,-10109.563636363637,-0.2716320829708732
125,4.0,6.5,7729.0, Medium,Single Family Home,56.0,2019.0,26.902794,-80.090501,Jupiter,Palm Beach County,X   (),False,2017,5516,178640.04545454547,2.7972478430569754
126,3.0,3.0,2430.0, Medium,Condo,1080.0,1970.0,26.233987,-80.09006,Pompano Beach,Broward County,VE   (),True,2013,1036,-14954.204545454546,0.4964125808467696
127,3.0,2.5,1781.0, Medium,Single Family Home,95.0,1956.0,26.22711,-80.09823,Pompano Beach,Broward County,X   (),True,2017,1036,-15479.181818181818,0.10838436137757733
128,4.0,4.5,5473.0, Low,Single Family Home,114.0,2002.0,27.729452,-80.390343,Vero Beach,Indian River County,AE   (),True,1999,4321,25987.909090909092,14.540840023538314
129,3.0,2.0,1547.0, Low,Single Family Home,30.0,2021.0,27.97151,-80.662155,Palm Bay,Brevard County,X500   (),False,2018,2924,-273.9696969696979,15.72566385327409
130,3.0,2.0,1547.0, Low,Single Family Home,30.0,2021.0,27.97151,-80.662155,Palm Bay,Brevard County,X500   (),False,2018,2924,-273.9696969696979,15.72566385327409
131,3.0,2.0,1422.0, Low,Single Family Home,130.0,1997.0,27.94077,-80.640217,Palm Bay,Brevard County,X   (),False,2020,2924,-19707.90909090909,-0.0733683400960034
132,3.0,2.0,1688.0, Low,Single Family Home,13.0,2021.0,27.948893,-80.642084,Palm Bay,Brevard County,X500   (),False,2020,2924,-8480.636363636364,28.337742771015105
133,3.0,2.0,1664.0, Low,Single Family Home,24.0,1996.0,27.945225,-80.63855600000002,Palm Bay,Brevard County,X500   (),False,2011,2924,-3564.7272727272716,1.196366632174556
134,3.0,2.0,1664.0, Low,Single Family Home,24.0,1996.0,27.945225,-80.63855600000002,Palm Bay,Brevard County,X500   (),False,2011,2924,-3564.7272727272716,1.196366632174556
135,3.0,2.0,1288.0, Low,Single Family Home,37.0,1981.0,27.98055,-80.64661,Palm Bay,Brevard County,X   (),True,2020,2924,-17162.909090909092,0.32656499323733
136,4.0,2.0,1846.0, Low,Single Family Home,18.0,2017.0,28.28714,-80.723065,Rockledge,Brevard County,X   (),False,2017,1679,-12728.75,0.1877597658999444
137,4.0,4.0,4427.0, Medium,Single Family Home,200.0,2006.0,28.279077,-80.74037299999998,Rockledge,Brevard County,X   (),False,2017,1679,36862.15909090909,10.577370155510334
138,4.0,4.5,3912.0, Medium,Single Family Home,350.0,2007.0,28.280579,-80.734452,Rockledge,Brevard County,X   (),False,2006,1679,38606.97575757576,7.075678235125263
139,4.0,4.0,3609.0, Medium,Single Family Home,225.0,2006.0,28.282312,-80.735858,Rockledge,Brevard County,X   (),False,2017,1679,-8592.386363636364,-0.06324156921354028
140,4.0,3.0,3471.0, Medium,Single Family Home,95.0,2007.0,28.285003000000003,-80.738336,Rockledge,Brevard County,X   (),False,2008,1679,6326.7832167832175,0.15862067652411244
141,4.0,3.5,3050.0, Medium,Single Family Home,78.0,2014.0,28.299202,-80.742024,Rockledge,Brevard County,X   (),False,2016,1679,-7418.363636363636,0.1147281687441698
142,4.0,2.0,1600.0, Low,Single Family Home,50.0,1966.0,28.317655,-80.73362900000002,Rockledge,Brevard County,X   (),False,2020,1679,-23826.454545454544,0.7406698352644158
143,3.0,1.0,1178.0, Medium,Single Family Home,117.0,1961.0,27.860898,-82.792589,Seminole,Pinellas County,X   (),False,2017,3848,-14606.568181818182,0.3025405846141841
144,3.0,2.0,1473.0, Low,Single Family Home,45.0,1977.0,27.856715,-82.80319300000002,Seminole,Pinellas County,X   (),False,2011,3848,-6062.436363636363,0.28258603491553536
145,3.0,2.0,1446.0, Low,Single Family Home,22.0,1980.0,27.85834,-82.806344,Seminole,Pinellas County,X   (),False,2020,3848,-24323.90909090909,0.33098891976526457
146,2.0,2.0,1099.0, N/A,Condo,366.0,1995.0,24.551815,-81.776475,Key West,Monroe County,VE   (),True,2016,1874,-7571.436363636363,0.2919887850542345
147,5.0,4.0,4963.0, Low,Single Family Home,8.0,2004.0,28.164192,-82.71962099999998,Tarpon Springs,Pinellas County,AE   (),True,2002,9774,22437.258373205743,5.024466919899742
148,5.0,3.5,3225.0, Medium,Single Family Home,36.0,2017.0,28.14834,-82.72748299999998,Tarpon Springs,Pinellas County,X   (),True,2017,9774,1952.3636363636358,0.5514007195877098
149,3.0,2.5,1770.0, Medium,Townhome,1.0,2017.0,25.533981,-80.377262,Homestead,Miami-Dade County,AE   (),True,2017,1697,-15477.659090909092,-0.16992958709587064
150,3.0,2.5,1770.0, Medium,Townhome,1.0,2017.0,25.533981,-80.377262,Homestead,Miami-Dade County,AE   (),True,2017,1697,-15477.659090909092,-0.16992958709587064
151,3.0,2.5,1829.0, Medium,Townhome,25.0,2017.0,25.533979,-80.377596,Homestead,Miami-Dade County,AE   (),True,2017,1697,-16454.477272727272,-0.25525897780694073
152,3.0,2.5,1829.0, Medium,Townhome,25.0,2017.0,25.533979,-80.377596,Homestead,Miami-Dade County,AE   (),True,2017,1697,-16454.477272727272,-0.25525897780694073
153,3.0,2.5,1829.0, Medium,Townhome,25.0,2017.0,25.533979,-80.377596,Homestead,Miami-Dade County,AE   (),True,2017,1697,-16454.477272727272,-0.25525897780694073
154,3.0,2.5,1524.0, Medium,Townhome,61.0,2016.0,25.536691,-80.379026,Homestead,Miami-Dade County,AE   (),True,2016,1697,-17913.327272727267,-0.4048308412664292
