index,Beds,Baths,Area,Noise,PropertyType,DaysOnRealtor.com,YearBuilt,Latitude,Longitude,City_x,County,FemaInfo,FloodFactorHigh,LastSoldYear,SizeRank,yearly_price_delta,yearly_price_delta_percent
155,3.0,2.5,1829.0, Medium,Townhome,20.0,2017.0,25.534167,-80.37621899999998,Homestead,Miami-Dade County,AE   (),True,2017,1697,-15613.568181818182,-0.18586540841337132
156,2.0,2.0,1112.0, Medium,Condo,61.0,1989.0,25.997276,-80.297027,Pembroke Pines,Broward County,X500   (),False,2018,96,-7704.515151515153,-0.040507071824673564
157,2.0,2.0,991.0, Medium,Single Family Home,39.0,1984.0,25.993136,-80.255654,Miramar,Broward County,X   (),False,2020,96,-8358.909090909092,0.27225258347635883
158,2.0,2.0,1170.0, Medium,Condo,246.0,1984.0,26.006727,-80.267533,Pembroke Pines,Broward County,X500   (),False,2019,96,-3603.0454545454545,0.9549716538537354
159,2.0,2.0,1324.0, Medium,Townhome,136.0,1981.0,26.927749,-80.076223,Jupiter,Palm Beach County,X   (),False,2019,5516,-8611.0,0.533219695163093
160,2.0,2.0,1522.0, Medium,Condo,94.0,1982.0,26.928499,-80.090239,Jupiter,Palm Beach County,X   (),True,1998,5516,55.86956521739194,0.25974975776267306
161,4.0,3.5,1736.0, Medium,Townhome,17.0,2009.0,25.549263,-80.373869,Homestead,Miami-Dade County,AE   (),True,2009,1697,-3416.14393939394,0.12496024943039885
162,4.0,3.5,1736.0, Medium,Townhome,26.0,2012.0,25.545231,-80.376949,Homestead,Miami-Dade County,AE   (),True,2018,1697,-15937.60606060606,-0.04136993629153588
163,4.0,3.5,1736.0, Medium,Townhome,26.0,2012.0,25.545231,-80.376949,Homestead,Miami-Dade County,AE   (),True,2018,1697,-15937.60606060606,-0.04136993629153588
164,4.0,3.5,1736.0, Medium,Townhome,26.0,2012.0,25.545231,-80.376949,Homestead,Miami-Dade County,AE   (),True,2018,1697,-15937.60606060606,-0.04136993629153588
165,4.0,2.5,1840.0, Medium,Single Family Home,12.0,2000.0,25.53397,-80.387475,Homestead,Miami-Dade County,AE   (),True,2018,1697,-15619.42424242424,-0.04605414681785167
166,4.0,3.5,1736.0, Medium,Townhome,68.0,2006.0,25.54869,-80.372793,Princeton,Miami-Dade County,AE   (),True,2017,1697,-15679.772727272728,-0.0738824003427139
167,4.0,2.5,2143.0, Medium,Single Family Home,108.0,1983.0,26.724892,-80.226603,Royal Palm Beach,Palm Beach County,X   (),False,2013,90,-4703.522727272728,2.1312982737253234
168,4.0,2.5,2750.0, Low,Single Family Home,39.0,2006.0,26.739183,-80.254188,West Palm Beach,Palm Beach County,X   (),False,2020,90,-25795.545454545456,-0.01581949608807985
169,4.0,3.0,2915.0, Medium,Single Family Home,22.0,2003.0,26.684481,-80.207491,Royal Palm Beach,Palm Beach County,X   (),False,2019,90,-363.272727272728,0.8492402091998518
170,4.0,2.5,2430.0, Low,Single Family Home,23.0,2008.0,26.720214,-80.20961199999998,West Palm Beach,Palm Beach County,X   (),False,2016,90,-8993.2,0.12043417918133062
171,2.0,2.0,1318.0, Medium,Townhome,11.0,1979.0,26.019669,-80.300862,Hollywood,Broward County,X500   (),False,2016,3565,-7682.145454545455,0.08766296837367238
172,3.0,3.0,2350.0, Low,Single Family Home,35.0,2019.0,28.212753000000006,-82.626727,Odessa,Pasco County,A   (),False,2019,4485,-17311.272727272728,0.017466949688670297
173,3.0,2.5,1713.0, N/A,Townhome,16.0,2019.0,28.203696,-82.606974,Odessa,Pasco County,AE   (),False,2019,4485,-18543.090909090908,0.034695052214947265
174,3.0,2.5,1713.0, N/A,Townhome,16.0,2019.0,28.203696,-82.606974,Odessa,Pasco County,AE   (),False,2019,4485,-18543.090909090908,0.034695052214947265
175,3.0,2.0,2540.0, Low,Single Family Home,9.0,2002.0,28.101946,-82.64330600000002,Odessa,Hillsborough County,X   (),False,2015,4485,-11886.848484848486,-0.023442021490116868
176,4.0,3.0,2505.0, Low,Single Family Home,31.0,2018.0,30.145162,-81.851625,Orange Park,Clay County,X   (),False,2018,2664,-10283.393939393938,0.0004914088587590904
177,4.0,3.0,2662.0, Medium,Single Family Home,24.0,1979.0,26.119706,-80.301369,Plantation,Broward County,AH   (),False,2019,4552,-5488.863636363636,0.5688013501629472
178,4.0,4.5,3550.0, Medium,Single Family Home,15.0,1989.0,26.090083,-80.30900799999998,Davie,Broward County,AH   (),False,2007,4552,14657.136363636364,0.3401671363942712
179,4.0,3.0,2681.0, Medium,Single Family Home,201.0,2014.0,26.064687,-80.30293499999998,Fort Lauderdale,Broward County,X500   (),False,2012,9250,28990.131313131307,9.428957867220527
180,5.0,6.0,6759.0, Low,Single Family Home,24.0,2002.0,28.15818,-82.766366,Tarpon Springs,Pinellas County,AE   (),False,2019,3087,75054.45454545454,1.7819693612039122
181,5.0,3.5,4264.0, Low,Single Family Home,175.0,1925.0,28.158405,-82.776393,Tarpon Springs,Pinellas County,AE   (),True,2000,3087,26084.55844155844,0.8875418949329961
182,4.0,4.0,4234.0, Medium,Single Family Home,24.0,2003.0,28.205911,-80.706959,Melbourne,Brevard County,X   (),False,2015,1007,-9570.681818181818,-0.08253910531775144
183,4.0,3.0,3092.0, Low,Single Family Home,137.0,2006.0,28.055483,-80.66535999999998,Melbourne,Brevard County,X   (),False,2015,2530,-10937.742424242424,-0.005866659714618415
184,4.0,3.0,3092.0, Low,Single Family Home,137.0,2006.0,28.055483,-80.66535999999998,Melbourne,Brevard County,X   (),False,2015,2530,-10937.742424242424,-0.005866659714618415
185,4.0,2.0,1873.0, Low,Single Family Home,16.0,2010.0,28.045623,-80.64828,Melbourne,Brevard County,X   (),False,2010,2530,-4994.818181818183,0.28182547396303725
186,4.0,2.0,1873.0, Low,Single Family Home,16.0,2010.0,28.045623,-80.64828,Melbourne,Brevard County,X   (),False,2010,2530,-4994.818181818183,0.28182547396303725
187,4.0,2.0,1920.0, Medium,Single Family Home,15.0,2003.0,28.056821000000006,-80.649774,Melbourne,Brevard County,X   (),False,2019,2530,-13258.409090909092,0.13702856305469666
188,4.0,2.0,1920.0, Medium,Single Family Home,15.0,2003.0,28.056821000000006,-80.649774,Melbourne,Brevard County,X   (),False,2019,2530,-13258.409090909092,0.13702856305469666
189,4.0,2.5,2248.0, Low,Single Family Home,20.0,2004.0,28.065374,-80.666161,Melbourne,Brevard County,X   (),False,2018,2530,-10078.969696969698,0.17188332778049392
190,4.0,3.0,2558.0, Medium,Single Family Home,34.0,2014.0,28.072113,-80.64483100000002,Melbourne,Brevard County,X   (),False,2017,2530,-10302.704545454544,0.09472221012757437
191,3.0,2.0,2176.0, Medium,Condo,45.0,1980.0,28.358143,-80.728226,Cocoa,Brevard County,X   (),False,2006,7278,5504.806060606061,0.42250408553453744
192,4.0,3.0,2421.0, Medium,Single Family Home,29.0,1986.0,28.053214,-82.380432,Temple Terrace,Hillsborough County,X   (),False,2019,1023,-15364.181818181818,0.22101859485425104
193,4.0,3.0,1932.0, Medium,Single Family Home,51.0,1987.0,28.044072,-82.401205,Tampa,Hillsborough County,X   (),False,2004,1023,-1244.366310160427,0.4274697364992194
194,4.0,2.5,4058.0, Low,Single Family Home,358.0,1978.0,28.046089,-82.37294399999998,Temple Terrace,Hillsborough County,X   (),False,2015,1023,-13377.636363636364,-0.2490055992268816
195,4.0,3.0,2535.0, Low,Single Family Home,10.0,1984.0,28.063524,-82.385009,Temple Terrace,Hillsborough County,X   (),False,2002,1023,-884.0430622009571,-0.3066151352138849
196,4.0,2.5,2648.0, Medium,Single Family Home,30.0,1985.0,28.049754,-82.380677,Temple Terrace,Hillsborough County,X   (),False,2001,1023,7474.040909090911,2.353442709855441
197,4.0,2.5,2517.0, Medium,Single Family Home,24.0,1984.0,28.050973,-82.371619,Temple Terrace,Hillsborough County,X   (),False,2015,1023,-11786.727272727272,-0.035269335490617885
198,2.0,2.0,1092.0, Low,Condo,88.0,1973.0,27.464488,-80.301001,Fort Pierce,St. Lucie County,AE   (),True,2006,7537,8878.49090909091,2.0940844609982223
199,2.0,2.0,1989.0, Low,Condo,30.0,2005.0,27.457657,-80.30825,Fort Pierce,St. Lucie County,X   (),True,2018,7537,-7509.575757575757,0.17151738610288492
200,3.0,3.0,1919.0, Medium,Townhome,93.0,2018.0,25.994792,-80.301425,Pembroke Pines,Broward County,X500   (),False,2018,96,-14897.848484848484,-0.08867490625413921
201,3.0,2.5,2127.0, Medium,Single Family Home,102.0,1991.0,25.983611,-80.2771,Hollywood,Broward County,X500   (),False,2005,96,1660.096590909091,0.2800326484216158
202,2.0,2.5,1422.0, Medium,Townhome,19.0,2016.0,25.536351,-80.379325,Homestead,Miami-Dade County,AE   (),True,2016,1697,-13064.818181818182,-0.3223603231526818
203,4.0,5.5,4293.0, Low,Single Family Home,166.0,2020.0,26.793242,-80.038528,Riviera Beach,Palm Beach County,AE   (),True,2017,2698,84953.90909090909,2.0230787859976163
204,4.0,2.5,2118.0, Medium,Single Family Home,36.0,1992.0,28.652747,-81.19291,Oviedo,Seminole County,X   (),False,1998,456,1305.513833992096,0.5290122496555307
205,4.0,3.0,3317.0, Low,Single Family Home,37.0,2000.0,28.632564,-81.22424000000002,Oviedo,Seminole County,X   (),False,2017,456,-14950.068181818182,-0.004669430059124125
206,4.0,3.0,2459.0, Low,Single Family Home,9.0,1996.0,28.620246,-81.18955799999998,Oviedo,Seminole County,X   (),False,1999,456,1496.272727272728,-0.028058078825587973
207,4.0,3.0,2459.0, Low,Single Family Home,9.0,1996.0,28.620246,-81.18955799999998,Oviedo,Seminole County,X   (),False,1999,456,1496.272727272728,-0.028058078825587973
208,4.0,2.5,3788.0, N/A,Single Family Home,312.0,1989.0,28.701499,-81.150931,Oviedo,Seminole County,X   (),False,2018,456,-4183.348484848486,0.4487724162034483
209,4.0,3.5,2028.0, Medium,Single Family Home,31.0,1986.0,28.612378000000003,-81.24113100000002,Oviedo,Seminole County,X   (),False,2018,456,-14524.212121212122,0.09453712806785512
210,4.0,2.0,2163.0, Low,Single Family Home,31.0,1990.0,28.678273,-81.19980100000002,Oviedo,Seminole County,X   (),False,2020,456,-28607.363636363636,0.0789782164830249
211,4.0,3.0,2620.0, Medium,Single Family Home,29.0,1986.0,26.148436,-80.303728,Plantation,Broward County,AH   (),False,1997,6109,9069.420454545456,0.6749762227281897
212,4.0,2.5,2742.0, Medium,Single Family Home,600.0,1990.0,26.134138,-80.327225,Sunrise,Broward County,X   (),True,2019,6109,-19532.090909090908,-0.09404002259662528
213,3.0,2.5,1962.0, Medium,Townhome,47.0,2018.0,27.849508,-82.302425,Riverview,Hillsborough County,X   (),False,2019,5210,-13522.5,-0.07986424563876435
214,3.0,2.0,1777.0, Medium,Single Family Home,34.0,1979.0,26.159511,-80.307177,Fort Lauderdale,Broward County,AH   (),False,1996,6109,8533.29818181818,1.5108094538124561
215,3.0,2.5,1700.0, Medium,Townhome,171.0,2011.0,26.16778,-80.315638,Sunrise,Broward County,X500   (),False,2018,6109,-19146.92424242424,-0.22255108560045528
216,3.0,2.0,1457.0, Medium,Single Family Home,90.0,1955.0,28.61313,-80.829492,Titusville,Brevard County,X   (),False,2015,5900,-9717.181818181818,1.9846952984988055
217,3.0,2.0,1445.0, Medium,Single Family Home,24.0,1972.0,28.646049,-80.864693,Titusville,Brevard County,X   (),False,2013,5900,-7348.113636363636,0.2631867976923568
218,3.0,2.0,1744.0, Low,Single Family Home,108.0,2005.0,27.783732,-80.468591,Sebastian,Indian River County,X   (),False,2018,2781,-10212.636363636364,0.11366641696251177
219,3.0,2.0,1450.0, Low,Single Family Home,26.0,2003.0,27.767753000000006,-80.490088,Sebastian,Indian River County,X   (),False,2019,2781,-6168.136363636364,0.9093243660494128
220,3.0,2.0,1658.0, Low,Single Family Home,60.0,1995.0,27.760357,-80.492053,Sebastian,Indian River County,X   (),False,2015,2781,-10046.727272727272,0.1379941168267207
221,3.0,2.0,1709.0, Low,Single Family Home,26.0,2001.0,27.778612,-80.476535,Sebastian,Indian River County,X   (),False,2006,2781,-261.7575757575757,-0.018853258807483172
222,3.0,2.0,2046.0, Low,Single Family Home,8.0,2018.0,27.792164,-82.28737199999998,Riverview,Hillsborough County,X   (),False,2018,3346,-9521.181818181818,0.04275719665436317
223,3.0,2.0,2027.0, Low,Single Family Home,38.0,2002.0,26.941131,-80.223147,Jupiter,Palm Beach County,X   (),False,2013,8616,-11685.431818181818,0.1353477735850862
224,5.0,5.0,4530.0, Medium,Single Family Home,49.0,1961.0,25.659596,-80.289114,Pinecrest,Miami-Dade County,AH   (),True,2020,3187,6619.0,11.818451066276605
225,5.0,4.0,5301.0, Medium,Single Family Home,29.0,1958.0,25.659027,-80.29950600000002,Pinecrest,Miami-Dade County,X500   (),False,2018,3187,4805.424242424244,0.22335324341065516
226,5.0,5.5,6000.0, Medium,Single Family Home,12.0,2020.0,25.68382,-80.30250600000002,Pinecrest,Miami-Dade County,X   (),False,2019,3187,128826.5,4.85995106646728
227,5.0,3.0,3287.0, Medium,Single Family Home,116.0,1972.0,25.679423,-80.310236,Pinecrest,Miami-Dade County,AE   (),False,2001,3187,-17175.17727272727,0.385748271098604
228,2.0,2.0,1048.0, Medium,Condo,113.0,1972.0,26.693716,-80.232038,Royal Palm Beach,Palm Beach County,X   (),False,2013,90,-5761.965909090909,0.6922146171093231
229,2.0,2.5,1398.0, Medium,Townhome,40.0,1989.0,26.715648,-80.23201,Royal Palm Beach,Palm Beach County,X   (),False,2020,90,-9152.727272727272,0.3492517020097217
230,3.0,3.0,2124.0, Medium,Condo,29.0,2006.0,30.30026,-81.3914,Jacksonville Beach,Duval County,VE   (),False,2006,2488,12233.8,0.3193552857143126
231,3.0,2.0,2253.0, Low,Single Family Home,155.0,1988.0,30.299673,-81.41349699999998,Jacksonville Beach,Duval County,X   (),False,1999,2488,5090.363636363638,0.7153815599967991
232,3.0,2.0,1553.0, Medium,Single Family Home,72.0,1995.0,30.258545,-81.403286,Jacksonville Beach,Duval County,AE   (),False,2019,2488,-22662.045454545456,0.1804379998568987
233,3.0,3.0,2174.0, Medium,Condo,1.0,2005.0,30.285421000000003,-81.388446,Jacksonville Beach,Duval County,AE   (),True,2011,2488,-545.9545454545441,-0.19885400336256787
234,3.0,3.5,2284.0, Medium,Single Family Home,74.0,1985.0,30.278576,-81.392955,Jacksonville Beach,Duval County,X500   (),True,2012,2488,-8348.212121212122,0.4983750866903622
235,3.0,2.5,1705.0, Medium,Townhome,35.0,2003.0,30.281944,-81.396635,Jacksonville Beach,Duval County,X   (),False,2016,2488,-18362.436363636363,0.08847371007525001
236,1.0,1.0,660.0, Medium,Condo,137.0,1973.0,26.6921,-80.230678,Royal Palm Beach,Palm Beach County,X   (),False,2018,90,-4793.575757575758,0.06773943679568227
237,1.0,1.0,660.0, Medium,Condo,137.0,1973.0,26.6921,-80.230678,Royal Palm Beach,Palm Beach County,X   (),False,2018,90,-4793.575757575758,0.06773943679568227
238,1.0,1.5,660.0, Low,Condo,225.0,1972.0,26.692567,-80.232054,Royal Palm Beach,Palm Beach County,X   (),False,2019,90,-3861.363636363637,0.12376133143425172
239,1.0,1.0,595.0, Medium,Condo,30.0,1973.0,26.57474,-80.05145300000002,Lantana,Palm Beach County,AE   (),True,2018,2534,-2920.696969696969,0.4679839502000804
240,3.0,2.0,1448.0, Low,Single Family Home,36.0,1963.0,28.149235,-80.597347,Satellite Beach,Brevard County,X   (),True,2015,3357,-14718.515151515148,0.2288912756038353
241,3.0,2.0,1144.0, Medium,Single Family Home,92.0,1957.0,28.208211,-80.602899,Satellite Beach,Brevard County,X   (),True,2020,3357,-34242.36363636364,-0.018956655290738863
242,3.0,2.0,1684.0, Medium,Single Family Home,1.0,1957.0,28.174747,-80.592031,Satellite Beach,Brevard County,X   (),False,2014,3357,-8880.79220779221,0.9269855759454296
243,3.0,2.0,2280.0, Medium,Condo,92.0,2000.0,28.152494,-80.583507,Indian Harbour Beach,Brevard County,X   (),False,2015,3357,-15759.42424242424,-0.3263648252274869
244,3.0,2.5,2225.0, Medium,Condo,85.0,2004.0,28.146105,-80.582914,Indian Harbour Beach,Brevard County,X   (),False,2012,3357,-7241.151515151514,-0.3571404053554705
245,3.0,2.0,1583.0, Medium,Condo,17.0,1984.0,28.141646,-80.581053,Indian Harbour Beach,Brevard County,X   (),False,2005,3357,-3137.386363636364,-0.18880660659508847
246,3.0,2.0,1736.0, Medium,Condo,35.0,1984.0,28.202223,-80.59536999999997,Satellite Beach,Brevard County,AE   (),False,2002,3357,-5331.856459330144,-0.8531476447857103
247,3.0,3.0,2152.0, Medium,Single Family Home,53.0,1966.0,28.149085,-80.60096999999998,Indian Harbour Beach,Brevard County,X   (),True,2008,3357,12166.076923076924,1.079087413852807
248,3.0,2.5,1744.0, Medium,Townhome,81.0,1987.0,28.16131,-80.605863,Indian Harbour Beach,Brevard County,X   (),True,2008,3357,1352.4405594405596,0.7704319831411967
249,4.0,4.5,3516.0, Low,Single Family Home,109.0,2014.0,27.908985,-82.263836,Brandon,Hillsborough County,X   (),False,2015,476,-11654.757575757576,-0.2526752113464007
250,4.0,4.5,3516.0, Low,Single Family Home,109.0,2014.0,27.908985,-82.263836,Brandon,Hillsborough County,X   (),False,2015,476,-11654.757575757576,-0.2526752113464007
251,4.0,2.5,3444.0, Medium,Single Family Home,149.0,1998.0,27.926596000000004,-82.263369,Brandon,Hillsborough County,X   (),False,1998,476,3750.7549407114616,-0.016599302629888513
252,4.0,3.0,2081.0, Medium,Single Family Home,89.0,1997.0,27.899856,-82.278461,Brandon,Hillsborough County,X   (),False,1999,476,823.1818181818172,-0.15369041054553412
253,2.0,2.0,1082.0, Medium,Single Family Home,34.0,1959.0,26.094576,-80.157492,Fort Lauderdale,Broward County,AH   (),True,2020,7517,-25342.454545454544,0.06443560065502983
254,5.0,5.5,6573.0, Medium,Single Family Home,96.0,1955.0,25.707405,-80.276528,Coral Gables,Miami-Dade County,AE   (),True,2001,8595,126268.81363636366,32.96598682456102
255,3.0,2.0,2152.0, Low,Single Family Home,89.0,1990.0,25.008371,-80.533575,Tavernier,Monroe County,AE   (),True,2020,10588,64067.454545454544,17.288929358858553
256,3.0,2.0,1567.0, Medium,Condo,61.0,1976.0,24.973903,-80.555699,Tavernier,Monroe County,VE   (),True,2016,10588,-14586.309090909092,0.1453257654171316
257,3.0,2.0,1076.0, Low,Single Family Home,87.0,1990.0,28.02211,-80.708016,Palm Bay,Brevard County,X   (),False,2003,1528,481.0,0.4791248427531407
258,3.0,2.0,1076.0, Low,Single Family Home,87.0,1990.0,28.02211,-80.708016,Palm Bay,Brevard County,X   (),False,2003,1528,481.0,0.4791248427531407
259,3.0,2.0,1076.0, Low,Single Family Home,87.0,1990.0,28.02211,-80.708016,Palm Bay,Brevard County,X   (),False,2003,1528,481.0,0.4791248427531407
260,3.0,2.0,1440.0, Low,Single Family Home,23.0,1998.0,28.001362,-80.708221,Palm Bay,Brevard County,X   (),False,2018,1528,-6497.636363636364,0.6567148114714256
261,3.0,2.0,1440.0, Low,Single Family Home,23.0,1998.0,28.001362,-80.708221,Palm Bay,Brevard County,X   (),False,2018,1528,-6497.636363636364,0.6567148114714256
262,3.0,2.0,1200.0, Low,Single Family Home,29.0,1993.0,28.019313,-80.723244,Palm Bay,Brevard County,X   (),True,2004,1528,-2732.401069518717,-0.3171094734283966
263,3.0,2.0,1200.0, Low,Single Family Home,30.0,1993.0,28.019313,-80.723244,Palm Bay,Brevard County,X   (),True,2004,1528,-2732.401069518717,-0.3171094734283966
264,2.0,1.0,846.0, Medium,Single Family Home,240.0,1949.0,25.888577,-80.219718,North Miami,Miami-Dade County,X   (),False,2020,7949,-23689.454545454544,-0.1061155166847354
265,2.0,1.0,720.0, Medium,Single Family Home,43.0,1949.0,25.88758,-80.221532,North Miami,Miami-Dade County,X   (),False,2020,7949,-19234.90909090909,0.5084722632748536
266,2.0,2.0,1242.0, Medium,Single Family Home,52.0,1968.0,26.583045,-80.064086,Lantana,Palm Beach County,X   (),True,2013,2534,-4312.170454545455,0.995736293972152
267,2.0,2.0,1326.0, Medium,Condo,2.0,2005.0,26.591287,-80.049879,Lantana,Palm Beach County,X500   (),True,2017,2534,-7714.545454545454,0.0004902964918669372
268,1.0,1.5,934.0, Medium,Condo,38.0,1972.0,25.712819,-80.276842,Coral Gables,Miami-Dade County,X   (),False,2019,8595,3764.4545454545455,0.0869652568315702
269,3.0,2.5,1748.0, Low,Townhome,6.0,1995.0,26.022346,-80.12666800000002,Hollywood,Broward County,X500   (),True,2015,4125,-10606.69696969697,0.0726678916773669
270,3.0,3.0,2874.0, Medium,Single Family Home,72.0,1956.0,26.010434,-80.12441,Hollywood,Broward County,AE   (),True,2006,4125,11228.066666666666,0.3762896427206789
271,5.0,3.0,2326.0, Medium,Single Family Home,134.0,1990.0,27.885487,-82.768737,Largo,Pinellas County,X500   (),True,2001,6070,638.7772727272712,0.6868193177020914
272,5.0,3.0,2326.0, Medium,Single Family Home,135.0,1990.0,27.885487,-82.768737,Largo,Pinellas County,X500   (),True,2001,6070,638.7772727272712,0.6868193177020914
273,3.0,2.5,1690.0, Medium,Townhome,59.0,1999.0,26.129449,-80.322098,Plantation,Broward County,X500   (),False,2018,4552,-13588.560606060602,0.08016990524781265
274,3.0,2.0,2214.0, Medium,Single Family Home,213.0,1979.0,26.111872,-80.318335,Fort Lauderdale,Broward County,X500   (),False,2015,4552,-5539.318181818182,0.23554785844079065
275,4.0,3.0,2106.0, Medium,Single Family Home,33.0,1963.0,28.010811,-80.56812099999998,Malabar,Brevard County,X   (),False,2002,13232,-294.02870813397203,2.9102360116679926
276,4.0,2.0,1981.0, Low,Single Family Home,64.0,1973.0,27.99412,-80.60122700000002,Malabar,Brevard County,X   (),False,2015,13232,-11694.515151515148,1.426643078998218
277,4.0,2.5,2076.0, Low,Single Family Home,92.0,1985.0,27.961614,-80.57459899999998,Malabar,Brevard County,X   (),True,2020,13232,-38302.454545454544,0.01546838931834506
278,1.0,1.5,820.0, Medium,Condo,313.0,1973.0,25.890517000000006,-80.173328,North Miami,Miami-Dade County,X   (),True,2019,1421,-3475.363636363636,0.20162634681845906
279,1.0,1.0,900.0, Medium,Condo,340.0,1972.0,25.890871,-80.169033,North Miami,Miami-Dade County,AE   (),True,2020,1421,-4951.454545454545,0.043548041593561335
280,3.0,2.0,1429.0, Medium,Single Family Home,59.0,1939.0,25.7608,-80.281377,Coral Gables,Miami-Dade County,X   (),False,2003,1598,-481.64141414141335,0.21035069573608867
281,3.0,3.0,2455.0, Medium,Single Family Home,25.0,1928.0,25.750741,-80.282013,Coral Gables,Miami-Dade County,X500   (),True,2018,1598,3856.939393939396,0.4886526886501087
282,3.0,2.0,1858.0, N/A,Single Family Home,3.0,1985.0,27.759939000000006,-80.584307,Fellsmere,Indian River County,A   (),False,2020,12426,43.81818181818197,1.1036968263748954
283,3.0,2.0,1858.0, N/A,Single Family Home,3.0,1985.0,27.759939000000006,-80.584307,Fellsmere,Indian River County,A   (),False,2020,12426,43.81818181818197,1.1036968263748954
284,3.0,3.0,2366.0, N/A,Single Family Home,85.0,2017.0,27.793168,-80.633871,Fellsmere,Indian River County,A   (),True,2017,12426,11661.931818181822,3.940646958175888
285,2.0,2.0,1190.0, Medium,Condo,93.0,1976.0,26.789379,-80.035542,Riviera Beach,Palm Beach County,AE   (),True,2019,2698,-11320.954545454546,0.33637800747079394
286,2.0,2.0,1811.0, Medium,Condo,401.0,2007.0,26.784085,-80.048307,Riviera Beach,Palm Beach County,X   (),True,2007,2698,-8432.454545454544,-0.3245399213268454
287,2.0,3.5,2011.0, Low,Condo,110.0,1986.0,26.795983000000003,-80.032238,Riviera Beach,Palm Beach County,VE   (),True,2018,2698,3621.393939393938,0.4894291648864713
288,2.0,2.0,1604.0, Medium,Condo,222.0,1982.0,26.804307,-80.033783,Riviera Beach,Palm Beach County,VE   (),False,2018,2698,7939.575757575758,1.3380644006184812
289,2.0,2.0,1558.0, Medium,Condo,86.0,1975.0,26.813535,-80.035724,Riviera Beach,Palm Beach County,VE   (),True,2019,2698,-2007.318181818182,0.43606163029957795
290,5.0,3.0,2890.0, Medium,Single Family Home,24.0,1995.0,26.348431,-80.247773,Boca Raton,Palm Beach County,X   (),False,2013,1903,-7778.977272727272,0.425061195738658
291,4.0,3.5,2626.0, Medium,Single Family Home,2.0,1985.0,26.70208,-80.247906,Loxahatchee,Palm Beach County,X   (),False,2004,5080,40360.3743315508,1.300499146100416
292,4.0,3.5,2891.0, Low,Single Family Home,73.0,1976.0,26.702209000000003,-80.285685,Loxahatchee,Palm Beach County,X   (),True,2019,5080,21896.590909090908,3.8772252181385087
293,4.0,2.0,1936.0, Low,Single Family Home,156.0,1997.0,26.807644,-80.29056,Loxahatchee,Palm Beach County,X   (),False,2018,5080,-13203.5,0.5411701987544797
294,4.0,2.0,2281.0, N/A,Single Family Home,109.0,2005.0,26.712343,-80.354778,Loxahatchee,Palm Beach County,AO   (),False,2013,5080,-2373.6931818181797,1.341519431448634
295,4.0,4.5,5125.0, Low,Single Family Home,154.0,2021.0,27.21902,-80.22161,Jensen Beach,Martin County,X   (),False,2019,2713,131790.81818181818,24.99977625274027
296,4.0,2.0,2079.0, Low,Single Family Home,165.0,1974.0,27.232812,-80.23326899999998,Jensen Beach,Martin County,X   (),False,2019,2713,-6300.090909090911,1.6708846718801855
297,4.0,4.0,3250.0, Low,Single Family Home,32.0,1987.0,27.23288,-80.243319,Jensen Beach,Martin County,X   (),False,2004,2713,15780.155080213905,1.0239142393378255
298,4.0,2.5,2284.0, Medium,Single Family Home,29.0,1997.0,27.232996000000004,-80.264911,Jensen Beach,Martin County,X   (),False,2019,2713,-11981.909090909092,0.1836058639892364
299,4.0,2.5,2790.0, Low,Single Family Home,39.0,2018.0,28.193513,-82.601107,Odessa,Pasco County,X   (),False,2018,4485,-15991.454545454544,0.21277227460875425
300,4.0,2.5,2790.0, Low,Single Family Home,39.0,2018.0,28.193513,-82.601107,Odessa,Pasco County,X   (),False,2018,4485,-15991.454545454544,0.21277227460875425
301,4.0,5.5,6287.0, Low,Single Family Home,50.0,2007.0,28.120391,-82.596068,Odessa,Hillsborough County,X   (),False,2017,4485,18698.11363636364,0.3161217953298989
302,3.0,2.5,1869.0, Medium,Single Family Home,33.0,1947.0,25.895404,-80.19037800000002,North Miami,Miami-Dade County,X500   (),False,2016,1421,-18481.6,-0.17858734671399634
303,3.0,2.0,1546.0, Medium,Single Family Home,97.0,1956.0,25.889119,-80.194301,North Miami,Miami-Dade County,AE   (),True,1998,1421,1781.806324110672,0.5513088057326359
304,3.0,1.0,1128.0, Medium,Single Family Home,242.0,1945.0,25.890095,-80.186714,North Miami,Miami-Dade County,AE   (),False,2017,1421,-21174.06818181818,-0.21761587958434006
306,4.0,3.5,3190.0, Medium,Single Family Home,128.0,2016.0,26.127813,-80.131694,Fort Lauderdale,Broward County,AH   (),True,2016,4570,8128.872727272726,11.295505330126245
307,5.0,3.0,3344.0, N/A,Single Family Home,97.0,2020.0,27.796326,-82.26649599999998,Riverview,Hillsborough County,X   (),False,2020,3346,-13707.136363636364,1.5185118077377042
308,5.0,5.0,5291.0, Medium,Single Family Home,78.0,2021.0,25.898194,-80.155422,North Miami,Miami-Dade County,AE   (),True,2018,6073,75576.48484848485,2.262517089458589
309,5.0,2.0,1408.0, Medium,Single Family Home,22.0,1957.0,26.585808,-80.063439,Lantana,Palm Beach County,X   (),False,2017,2534,-39690.47727272727,3.0902232067750104
310,3.0,2.5,2250.0, Low,Single Family Home,496.0,2002.0,27.275687,-80.208792,Jensen Beach,St. Lucie County,X   (),True,2019,2713,-13579.090909090908,-0.0034720577255786256
