index,Beds,Baths,Area,Noise,PropertyType,DaysOnRealtor.com,YearBuilt,Latitude,Longitude,City_x,County,FemaInfo,FloodFactorInfo,LastSoldYear,SizeRank
1066,2.0,2.0,1155.0, High,Condo,39.0,2007.0,25.679270000000002,-80.317274,Miami,Miami-Dade County,X   (),flood_factor_low,2012.0,3187
1035,1.0,1.5,860.0, Medium,Condo,45.0,1979.0,26.159779999999998,-80.277361,Sunrise,Broward County,X500   (),flood_factor_low,2016.0,952
602,3.0,2.0,1566.0, Medium,Condo,65.0,1973.0,26.592596999999998,-80.03870699999997,Palm Beach,Palm Beach County,AE   (),flood_factor_high,2012.0,5252
109,4.0,3.0,2620.0, Medium,Single Family Home,29.0,1986.0,26.148436,-80.303728,Plantation,Broward County,AH   (),flood_factor_low,1997.0,6109
1068,5.0,2.0,2388.0, Medium,Single Family Home,52.0,1978.0,26.027261,-80.244711,Pembroke Pines,Broward County,X500   (),flood_factor_high,2016.0,158
132,4.0,2.5,1840.0, Medium,Single Family Home,12.0,2000.0,25.53397,-80.387475,Homestead,Miami-Dade County,AE   (),flood_factor_high,2018.0,1697
124,1.0,1.5,660.0, Low,Condo,225.0,1972.0,26.692566999999997,-80.232054,Royal Palm Beach,Palm Beach County,X   (),flood_factor_low,2019.0,90
255,4.0,2.0,1920.0, Medium,Single Family Home,15.0,2003.0,28.05682100000001,-80.649774,Melbourne,Brevard County,X   (),flood_factor_low,2019.0,2530
837,3.0,3.5,3356.0, Low,Single Family Home,225.0,1985.0,27.150638,-80.267173,Palm City,Martin County,X   (),flood_factor_low,2018.0,2950
442,3.0,2.0,1888.0, Medium,Single Family Home,22.0,1993.0,30.104058000000002,-81.741095,Fleming Island,Clay County,X   (),flood_factor_low,2015.0,4380
201,2.0,2.0,1404.0, Low,Single Family Home,45.0,1966.0,28.357695,-82.706755,Hudson,Pasco County,AE   (),flood_factor_high,2018.0,1435
965,3.0,1.0,888.0, Medium,Single Family Home,56.0,1959.0,27.858301,-82.754675,Seminole,Pinellas County,X   (),flood_factor_low,2019.0,6691
937,2.0,2.5,1340.0, Medium,Townhome,30.0,1988.0,26.131872,-80.255043,Fort Lauderdale,Broward County,X500   (),flood_factor_low,2003.0,646
629,3.0,2.0,1759.0, Low,Single Family Home,90.0,1984.0,27.88202,-82.262815,Valrico,Hillsborough County,X   (),flood_factor_low,2016.0,4759
741,5.0,3.5,4864.0, Low,Single Family Home,1.0,2007.0,27.863764,-82.279267,Brandon,Hillsborough County,X   (),flood_factor_low,2013.0,476
469,3.0,2.5,1829.0, Medium,Townhome,20.0,2017.0,25.534167,-80.37621899999998,Homestead,Miami-Dade County,AE   (),flood_factor_high,2017.0,1697
488,2.0,2.0,1080.0, Medium,Condo,157.0,1968.0,26.634384999999998,-80.08338499999998,Lake Worth,Palm Beach County,X   (),flood_factor_low,2015.0,1631
997,2.0,2.0,1698.0, Medium,Condo,7.0,2001.0,28.40322,-80.59736,Cape Canaveral,Brevard County,X   (),flood_factor_high,2013.0,6619
609,2.0,2.0,1696.0, Medium,Condo,161.0,1980.0,26.587113000000002,-80.037741,Palm Beach,Palm Beach County,X   (),flood_factor_high,2020.0,5252
354,3.0,2.5,2745.0, N/A,Single Family Home,142.0,1991.0,26.717086,-80.346329,Loxahatchee,Palm Beach County,AO   (),flood_factor_low,1996.0,5080
219,3.0,2.0,1500.0, Medium,Single Family Home,89.0,2021.0,28.025051,-82.76902,Dunedin,Pinellas County,X   (),flood_factor_low,2020.0,698
429,5.0,3.0,2601.0, Low,Single Family Home,63.0,2020.0,27.562006,-80.416738,Vero Beach,Indian River County,X   (),flood_factor_low,2018.0,7817
436,4.0,3.5,2224.0, Medium,Single Family Home,304.0,2017.0,25.553486,-80.37845,Miami,Miami-Dade County,X   (),flood_factor_high,2017.0,9197
826,5.0,4.0,3705.0, Low,Single Family Home,18.0,2016.0,30.067259000000004,-81.607106,Saint Johns,St. Johns County,X   (),flood_factor_low,2020.0,1045
141,1.0,1.5,934.0, Medium,Condo,38.0,1972.0,25.712819,-80.276842,Coral Gables,Miami-Dade County,X   (),flood_factor_low,2019.0,8595
78,4.0,3.5,1736.0, Medium,Townhome,17.0,2009.0,25.549263,-80.373869,Homestead,Miami-Dade County,AE   (),flood_factor_high,2009.0,1697
245,4.0,3.5,3326.0, Low,Single Family Home,147.0,2004.0,30.310829,-81.409788,Neptune Beach,Duval County,AE   (),flood_factor_high,2003.0,10909
688,5.0,4.0,2340.0, Medium,Single Family Home,3.0,1971.0,26.611596999999996,-80.10334,Lake Worth,Palm Beach County,X   (),flood_factor_low,2018.0,1631
947,4.0,2.0,2802.0, Low,Single Family Home,51.0,1993.0,28.274815000000004,-82.355425,Zephyrhills,Pasco County,X   (),flood_factor_low,2014.0,5107
296,3.0,2.5,2303.0, Medium,Townhome,71.0,2016.0,28.126281,-82.544903,Lutz,Hillsborough County,X   (),flood_factor_high,2017.0,4908
524,2.0,1.0,1019.0, Medium,Townhome,22.0,1974.0,25.953958,-80.248858,Miami Gardens,Miami-Dade County,X500   (),flood_factor_high,2009.0,4214
85,3.0,2.5,2178.0, Medium,Single Family Home,44.0,2002.0,28.267559000000002,-82.62666899999998,New Port Richey,Pasco County,X   (),flood_factor_low,2001.0,4972
348,2.0,2.0,1106.0, Medium,Condo,8.0,1994.0,25.944896,-80.295121,Hialeah,Miami-Dade County,AE   (),flood_factor_low,2014.0,580
489,3.0,3.5,3950.0, Medium,Condo,199.0,2008.0,26.785125,-80.034093,Riviera Beach,Palm Beach County,X   (),flood_factor_low,2013.0,2698
525,2.0,2.5,1398.0, Medium,Townhome,40.0,1989.0,26.715647999999998,-80.23201,Royal Palm Beach,Palm Beach County,X   (),flood_factor_low,2020.0,90
194,3.0,2.0,1871.0, Low,Single Family Home,69.0,2005.0,27.626821999999997,-80.424345,Vero Beach,Indian River County,X   (),flood_factor_low,2005.0,4649
448,5.0,5.5,8990.0, Medium,Single Family Home,96.0,2013.0,26.431186,-80.062794,Highland Beach,Palm Beach County,VE   (),flood_factor_low,2013.0,4129
970,5.0,2.0,2998.0, N/A,Single Family Home,623.0,2009.0,30.591537,-81.587453,Yulee,Nassau County,X   (),flood_factor_low,1996.0,5945
546,4.0,3.0,2255.0, Low,Single Family Home,28.0,1991.0,27.897606,-82.23258299999998,Valrico,Hillsborough County,X   (),flood_factor_low,2004.0,4759
293,3.0,2.0,1693.0, Medium,Single Family Home,43.0,1957.0,26.115226,-80.16405400000002,Fort Lauderdale,Broward County,X500   (),flood_factor_high,2020.0,725
1024,2.0,2.0,1190.0, Medium,Single Family Home,4.0,1973.0,28.292540999999996,-82.70029,Port Richey,Pasco County,X   (),flood_factor_low,2019.0,622
866,3.0,2.0,1658.0, Low,Single Family Home,60.0,1995.0,27.760357,-80.492053,Sebastian,Indian River County,X   (),flood_factor_low,2015.0,2781
266,3.0,2.0,1688.0, Medium,Single Family Home,15.0,1994.0,28.193702000000002,-80.660028,Melbourne,Brevard County,X   (),flood_factor_low,2014.0,1007
895,2.0,2.0,1361.0, Medium,Single Family Home,36.0,1977.0,28.291752000000002,-82.694799,Port Richey,Pasco County,X   (),flood_factor_low,2016.0,622
173,3.0,2.5,2250.0, Low,Single Family Home,496.0,2002.0,27.275686999999998,-80.208792,Jensen Beach,St. Lucie County,X   (),flood_factor_high,2019.0,2713
655,4.0,2.0,2213.0, Low,Single Family Home,18.0,1986.0,27.931463,-82.24218,Valrico,Hillsborough County,X   (),flood_factor_low,2011.0,3251
830,5.0,3.0,2585.0, Medium,Single Family Home,23.0,2016.0,25.464492,-80.42284000000002,Homestead,Miami-Dade County,AH   (),flood_factor_high,2016.0,840
341,2.0,1.0,1086.0, Medium,Condo,131.0,2005.0,25.984323999999997,-80.11886,Hallandale Beach,Broward County,AE   (),flood_factor_high,2017.0,230
424,3.0,2.0,1583.0, Medium,Condo,17.0,1984.0,28.141646,-80.581053,Indian Harbour Beach,Brevard County,X   (),flood_factor_low,2005.0,3357
882,2.0,2.5,1507.0, Medium,Townhome,164.0,2005.0,26.617115000000002,-80.142195,Lake Worth,Palm Beach County,X   (),flood_factor_low,2020.0,593
3,1.0,1.0,820.0, Medium,Condo,179.0,1965.0,25.79045,-80.12902700000002,Miami Beach,Miami-Dade County,AE   (),flood_factor_high,2014.0,101
786,3.0,2.0,2478.0, Low,Single Family Home,248.0,1987.0,26.325082000000002,-80.144131,Deerfield Beach,Broward County,X   (),flood_factor_low,2016.0,1107
1022,5.0,3.0,3088.0, Low,Single Family Home,60.0,2008.0,27.452439000000002,-80.420831,Fort Pierce,St. Lucie County,X   (),flood_factor_low,2019.0,13946
1060,3.0,2.0,1538.0, Medium,Single Family Home,5.0,1990.0,26.048032,-80.374894,Fort Lauderdale,Broward County,X500   (),flood_factor_low,2003.0,6748
581,5.0,4.5,4478.0, Low,Single Family Home,245.0,2006.0,30.083314,-81.809213,Middleburg,Clay County,AE   (),flood_factor_low,2003.0,753
375,2.0,2.5,2325.0, Low,Single Family Home,66.0,1986.0,30.352162,-81.405322,Atlantic Beach,Duval County,X500   (),flood_factor_high,2016.0,4161
43,3.0,2.0,1682.0, Medium,Single Family Home,30.0,1975.0,26.151806,-80.28994399999998,Fort Lauderdale,Broward County,X500   (),flood_factor_low,2014.0,952
385,3.0,2.0,1546.0, Medium,Single Family Home,97.0,1956.0,25.889119,-80.194301,North Miami,Miami-Dade County,AE   (),flood_factor_high,1998.0,1421
1064,3.0,2.5,2025.0, Medium,Single Family Home,2.0,2016.0,25.909809,-80.388874,Hialeah,Miami-Dade County,AE   (),flood_factor_high,2016.0,1826
415,4.0,2.5,3788.0, N/A,Single Family Home,312.0,1989.0,28.701499,-81.150931,Oviedo,Seminole County,X   (),flood_factor_low,2018.0,456
166,3.0,2.5,1869.0, Medium,Single Family Home,33.0,1947.0,25.895404,-80.19037800000002,North Miami,Miami-Dade County,X500   (),flood_factor_low,2016.0,1421
25,2.0,2.0,1560.0, Medium,Condo,8.0,2006.0,30.278222999999997,-81.386813,Jacksonville Beach,Duval County,AO   (),flood_factor_high,2017.0,2488
420,3.0,2.0,1588.0, Low,Single Family Home,33.0,2007.0,28.673385999999997,-81.196146,Oviedo,Seminole County,X   (),flood_factor_low,2007.0,456
768,4.0,3.5,2898.0, High,Single Family Home,52.0,2018.0,26.18994,-80.213493,Lauderhill,Broward County,AH   (),flood_factor_low,2017.0,365
459,2.0,2.0,1050.0, Medium,Condo,36.0,1974.0,26.322570000000002,-80.13794,Deerfield Beach,Broward County,AH   (),flood_factor_low,2003.0,1107
14,2.0,2.0,1053.0, Medium,Condo,12.0,1978.0,27.2792,-80.20787,Jensen Beach,St. Lucie County,AO   (),flood_factor_high,2019.0,2713
812,5.0,4.5,4409.0, Medium,Single Family Home,9.0,1987.0,28.24575,-80.67694399999998,Rockledge,Brevard County,X   (),flood_factor_high,2016.0,1679
520,4.0,3.0,2438.0, Medium,Single Family Home,40.0,1998.0,26.087517000000002,-80.28070500000003,Davie,Broward County,AH   (),flood_factor_low,1998.0,4721
115,3.0,2.0,1744.0, Low,Single Family Home,108.0,2005.0,27.783732,-80.468591,Sebastian,Indian River County,X   (),flood_factor_low,2018.0,2781
584,3.0,2.5,2632.0, Low,Single Family Home,149.0,1996.0,28.935012,-82.489199,Beverly Hills,Citrus County,X   (),flood_factor_low,2017.0,5909
292,3.0,2.5,2257.0, Medium,Single Family Home,6.0,1979.0,28.156107000000002,-82.783889,Tarpon Springs,Pinellas County,X500   (),flood_factor_low,2011.0,3087
307,4.0,2.5,2176.0, Low,Single Family Home,10.0,2000.0,26.126653,-80.422436,Weston,Broward County,X500   (),flood_factor_low,2017.0,7397
798,4.0,3.0,2223.0, Low,Single Family Home,19.0,2005.0,27.942677000000003,-80.66375699999998,Palm Bay,Brevard County,X   (),flood_factor_low,2016.0,2924
529,4.0,2.0,1535.0, Medium,Single Family Home,149.0,1980.0,30.043435,-81.809667,Green Cove Springs,Clay County,X   (),flood_factor_low,2020.0,4576
325,4.0,3.0,1542.0, Medium,Single Family Home,79.0,1957.0,25.939429999999998,-80.228889,Miami Gardens,Miami-Dade County,X500   (),flood_factor_low,2020.0,4214
179,4.0,3.0,3317.0, Low,Single Family Home,37.0,2000.0,28.632564000000002,-81.22424000000002,Oviedo,Seminole County,X   (),flood_factor_low,2017.0,456
615,3.0,2.0,1079.0, Low,Single Family Home,84.0,1996.0,28.252338,-82.202508,Zephyrhills,Pasco County,X   (),flood_factor_low,2011.0,3379
617,4.0,3.0,2558.0, Medium,Single Family Home,34.0,2014.0,28.072113,-80.64483100000002,Melbourne,Brevard County,X   (),flood_factor_low,2017.0,2530
212,3.0,2.0,1428.0, Medium,Single Family Home,16.0,1958.0,26.597540000000002,-80.07545,Lake Worth,Palm Beach County,X   (),flood_factor_low,1999.0,1631
519,4.0,3.0,2362.0, Low,Single Family Home,19.0,1984.0,27.905134999999998,-82.247434,Valrico,Hillsborough County,X   (),flood_factor_low,2020.0,4759
222,4.0,2.0,1692.0, Low,Single Family Home,16.0,1963.0,28.382793,-80.672069,Merritt Island,Brevard County,X   (),flood_factor_high,2005.0,5635
235,4.0,2.0,1873.0, Low,Single Family Home,16.0,2010.0,28.045623,-80.64828,Melbourne,Brevard County,X   (),flood_factor_low,2010.0,2530
625,2.0,2.0,1164.0, Medium,Condo,2.0,1980.0,26.001958,-80.182293,Hollywood,Broward County,AH   (),flood_factor_low,2011.0,663
248,5.0,3.0,2613.0, Low,Single Family Home,25.0,2003.0,26.802915000000002,-80.29007299999998,Loxahatchee,Palm Beach County,X   (),flood_factor_low,2013.0,5080
745,4.0,2.5,4058.0, Low,Single Family Home,358.0,1978.0,28.046089000000002,-82.37294399999998,Temple Terrace,Hillsborough County,X   (),flood_factor_low,2015.0,1023
771,4.0,3.5,2300.0, N/A,Single Family Home,25.0,2021.0,30.507778000000002,-81.804115,Callahan,Nassau County,X   (),flood_factor_low,2020.0,7620
595,5.0,4.0,3321.0, Low,Single Family Home,37.0,2003.0,30.105916999999998,-81.744577,Fleming Island,Clay County,AE   (),flood_factor_high,2015.0,4380
330,4.0,2.0,1220.0, High,Single Family Home,135.0,1959.0,26.596411,-80.071373,Lake Worth Beach,Palm Beach County,X   (),flood_factor_low,2016.0,1631
733,2.0,2.0,1192.0, Medium,Condo,38.0,1996.0,26.857105999999998,-80.061463,Juno Beach,Palm Beach County,X   (),flood_factor_low,2019.0,4267
350,4.0,4.0,3344.0, Low,Single Family Home,2.0,2017.0,30.094982,-81.71695600000002,Fleming Island,Clay County,X   (),flood_factor_high,2021.0,4380
368,3.0,2.0,1688.0, Low,Single Family Home,13.0,2021.0,27.948892999999998,-80.642084,Palm Bay,Brevard County,X500   (),flood_factor_low,2020.0,2924
725,3.0,3.0,2174.0, Medium,Condo,1.0,2005.0,30.285421000000003,-81.388446,Jacksonville Beach,Duval County,AE   (),flood_factor_high,2011.0,2488
156,3.0,2.5,1713.0, N/A,Townhome,16.0,2019.0,28.203696,-82.606974,Odessa,Pasco County,AE   (),flood_factor_low,2019.0,4485
118,4.0,4.5,3550.0, Medium,Single Family Home,15.0,1989.0,26.090083,-80.30900799999998,Davie,Broward County,AH   (),flood_factor_low,2007.0,4552
785,3.0,3.0,2776.0, Low,Single Family Home,8.0,1992.0,27.230062,-80.244345,Jensen Beach,Martin County,X   (),flood_factor_low,2010.0,2713
178,5.0,3.5,2547.0, Low,Single Family Home,142.0,1999.0,26.12238,-80.41206,Weston,Broward County,X500   (),flood_factor_low,2018.0,7397
774,5.0,4.5,3900.0, Medium,Single Family Home,75.0,1993.0,26.111794,-80.399394,Weston,Broward County,X500   (),flood_factor_low,2016.0,3337
689,4.0,3.5,3244.0, Low,Single Family Home,7.0,1991.0,27.900484000000002,-82.832598,Largo,Pinellas County,AE   (),flood_factor_high,2012.0,3084
872,3.0,2.0,1700.0, Medium,Condo,185.0,1998.0,25.688612,-80.162012,Key Biscayne,Miami-Dade County,AE   (),flood_factor_high,2014.0,7235
994,2.0,2.0,968.0, High,Condo,173.0,1971.0,25.772489999999998,-80.341247,Miami,Miami-Dade County,AH   (),flood_factor_high,2020.0,1835
949,3.0,2.0,1515.0, Medium,Condo,8.0,2005.0,26.590946000000002,-80.05156600000002,Lantana,Palm Beach County,X500   (),flood_factor_high,2019.0,2534
261,4.0,3.0,2459.0, Low,Single Family Home,9.0,1996.0,28.620246,-81.18955799999998,Oviedo,Seminole County,X   (),flood_factor_low,1999.0,456
444,5.0,5.0,4311.0, Low,Single Family Home,83.0,1973.0,30.159206,-81.716989,Orange Park,Clay County,X   (),flood_factor_low,2016.0,1557
543,1.0,1.5,894.0, Medium,Condo,12.0,1972.0,26.632254,-80.080751,Lake Worth,Palm Beach County,X   (),flood_factor_low,2013.0,1631
57,3.0,2.0,1330.0, Medium,Townhome,10.0,1990.0,26.173354999999997,-80.294831,Sunrise,Broward County,X500   (),flood_factor_low,2017.0,3049
407,2.0,2.0,1118.0, Medium,Single Family Home,54.0,1978.0,28.175116999999997,-82.461957,Lutz,Pasco County,X   (),flood_factor_low,2011.0,7272
797,4.0,3.0,2223.0, Low,Single Family Home,19.0,2005.0,27.942677000000003,-80.66375699999998,Palm Bay,Brevard County,X   (),flood_factor_low,2016.0,2924
705,4.0,3.0,3068.0, Low,Single Family Home,44.0,2000.0,27.867519,-82.244988,Valrico,Hillsborough County,X   (),flood_factor_low,2000.0,4759
326,2.0,2.0,1065.0, Low,Condo,120.0,1981.0,28.125301,-82.779834,Tarpon Springs,Pinellas County,AE   (),flood_factor_high,1999.0,3087
37,3.0,2.0,1449.0, Low,Single Family Home,15.0,1988.0,28.638406,-81.189051,Oviedo,Seminole County,X   (),flood_factor_low,2000.0,456
72,4.0,2.0,2618.0, Medium,Single Family Home,46.0,1967.0,27.867447,-82.793509,Largo,Pinellas County,X   (),flood_factor_low,2009.0,6784
84,4.0,3.0,2681.0, Medium,Single Family Home,201.0,2014.0,26.064687,-80.30293499999998,Fort Lauderdale,Broward County,X500   (),flood_factor_low,2012.0,9250
781,2.0,2.0,1392.0, Low,Condo,135.0,1985.0,28.386865000000004,-80.59831899999998,Cape Canaveral,Brevard County,AO   (),flood_factor_high,2011.0,6619
0,2.0,2.0,1350.0, Medium,Condo,412.0,1970.0,26.118226,-80.106961,Fort Lauderdale,Broward County,X500   (),flood_factor_high,2019.0,6556
600,2.0,2.5,2659.0, Medium,Condo,44.0,1987.0,26.412746000000002,-80.064313,Highland Beach,Palm Beach County,VE   (),flood_factor_high,2013.0,4129
80,2.0,2.0,1318.0, Medium,Townhome,11.0,1979.0,26.019669,-80.300862,Hollywood,Broward County,X500   (),flood_factor_low,2016.0,3565
241,3.0,3.0,2025.0, Medium,Condo,68.0,1988.0,26.450732000000002,-80.16100300000002,Delray Beach,Palm Beach County,X   (),flood_factor_low,2008.0,1470
695,4.0,2.0,1896.0, N/A,Single Family Home,9.0,2003.0,30.516707,-81.804929,Callahan,Nassau County,X   (),flood_factor_low,2003.0,7620
904,2.0,2.0,840.0, High,Condo,17.0,1987.0,25.890352,-80.325912,Hialeah,Miami-Dade County,X   (),flood_factor_high,2002.0,1968
479,4.0,3.5,2280.0, Low,Single Family Home,115.0,1998.0,26.094151999999998,-80.411253,Weston,Broward County,X500   (),flood_factor_low,2016.0,7397
623,3.0,2.5,1640.0, Medium,Townhome,104.0,1973.0,25.9371,-80.13373299999998,North Miami Beach,Miami-Dade County,AE   (),flood_factor_high,2009.0,79
511,2.0,2.0,1530.0, Medium,Single Family Home,24.0,1966.0,27.920003,-82.758499,Largo,Pinellas County,X   (),flood_factor_low,2009.0,1848
1012,3.0,2.0,1671.0, Medium,Single Family Home,58.0,1973.0,26.153713,-80.27187099999998,Sunrise,Broward County,X500   (),flood_factor_low,2010.0,952
544,5.0,3.5,2644.0, Low,Single Family Home,136.0,1995.0,26.083582999999997,-80.402105,Weston,Broward County,X500   (),flood_factor_low,2020.0,10831
388,3.0,2.0,1664.0, Low,Single Family Home,24.0,1996.0,27.945225,-80.63855600000002,Palm Bay,Brevard County,X500   (),flood_factor_low,2011.0,2924
796,4.0,3.0,2223.0, Low,Single Family Home,18.0,2005.0,27.942677000000003,-80.66375699999998,Palm Bay,Brevard County,X   (),flood_factor_low,2016.0,2924
117,3.0,2.0,2027.0, Low,Single Family Home,38.0,2002.0,26.941131,-80.223147,Jupiter,Palm Beach County,X   (),flood_factor_low,2013.0,8616
509,3.0,3.5,3057.0, N/A,Single Family Home,21.0,2002.0,28.281516999999997,-82.355905,Wesley Chapel,Pasco County,X   (),flood_factor_low,2001.0,5107
190,2.0,2.0,905.0, Medium,Condo,131.0,1974.0,25.898923,-80.187185,North Miami,Miami-Dade County,X500   (),flood_factor_low,2014.0,1421
345,5.0,4.5,3552.0, Low,Single Family Home,27.0,1990.0,26.976592,-80.11094200000002,Jupiter,Martin County,X500   (),flood_factor_low,2002.0,6345
73,3.0,2.5,1289.0, Medium,Single Family Home,227.0,1992.0,24.85581,-80.73161,Islamorada,Monroe County,AE   (),flood_factor_high,2017.0,11640
536,1.0,2.0,850.0, Medium,Condo,68.0,2018.0,25.965974,-80.14240799999997,Miami,Miami-Dade County,AE   (),flood_factor_high,2018.0,1121
1045,3.0,2.0,1914.0, Medium,Single Family Home,19.0,1989.0,26.147839,-80.281356,Plantation,Broward County,X500   (),flood_factor_low,2000.0,952
985,2.0,2.0,1558.0, Low,Condo,149.0,1999.0,26.405783000000003,-81.877442,Bonita Springs,Lee County,VE   (),flood_factor_high,2017.0,5839
110,3.0,2.5,1962.0, Medium,Townhome,47.0,2018.0,27.849508,-82.302425,Riverview,Hillsborough County,X   (),flood_factor_low,2019.0,5210
496,5.0,4.5,3623.0, Low,Single Family Home,15.0,2005.0,28.276388,-82.365939,Wesley Chapel,Pasco County,AE   (),flood_factor_low,2020.0,5107
355,1.0,1.5,950.0, Medium,Condo,1.0,1969.0,27.944807,-82.72938,Clearwater,Pinellas County,X   (),flood_factor_high,2000.0,2695
990,4.0,3.0,2967.0, Medium,Single Family Home,19.0,1994.0,26.079465,-80.266108,Davie,Broward County,X500   (),flood_factor_low,2007.0,4721
647,3.0,2.0,1736.0, Medium,Condo,35.0,1984.0,28.202222999999996,-80.59536999999997,Satellite Beach,Brevard County,AE   (),flood_factor_low,2002.0,3357
1001,4.0,2.5,1518.0, Medium,Condo,20.0,1999.0,26.188791000000002,-80.27036600000002,Sunrise,Broward County,AH   (),flood_factor_low,2009.0,3049
815,4.0,3.0,2312.0, Low,Single Family Home,180.0,2020.0,27.935101,-80.654636,Palm Bay,Brevard County,X   (),flood_factor_low,2017.0,2924
59,4.0,6.5,7729.0, Medium,Single Family Home,56.0,2019.0,26.902794,-80.090501,Jupiter,Palm Beach County,X   (),flood_factor_low,2017.0,5516
941,3.0,2.0,1288.0, Low,Single Family Home,37.0,1981.0,27.98055,-80.64661,Palm Bay,Brevard County,X   (),flood_factor_high,2020.0,2924
1019,3.0,2.0,1547.0, Medium,Single Family Home,27.0,1956.0,25.684207,-80.310772,Pinecrest,Miami-Dade County,X   (),flood_factor_low,2020.0,3187
559,3.0,3.0,3493.0, N/A,Single Family Home,81.0,2008.0,25.477552,-80.561366,Homestead,Miami-Dade County,A   (),flood_factor_low,2015.0,4606
440,3.0,2.0,1762.0, Medium,Single Family Home,5.0,2018.0,30.087121000000003,-81.70531700000002,Fleming Island,Clay County,X   (),flood_factor_low,2019.0,4380
423,3.0,2.5,2502.0, Low,Single Family Home,28.0,1992.0,27.988644,-80.601299,Malabar,Brevard County,X   (),flood_factor_low,2020.0,13232
288,3.0,2.0,1576.0, Medium,Single Family Home,18.0,1960.0,26.197375,-80.124423,Fort Lauderdale,Broward County,X500   (),flood_factor_high,2006.0,2828
216,3.0,2.5,2160.0, Medium,Single Family Home,22.0,1991.0,26.644111,-80.15003399999998,Greenacres,Palm Beach County,X   (),flood_factor_high,2016.0,8229
1058,2.0,2.0,970.0, High,Condo,102.0,2008.0,25.72049800000001,-80.272902,Miami,Miami-Dade County,X   (),flood_factor_low,2015.0,8595
119,5.0,5.0,4530.0, Medium,Single Family Home,49.0,1961.0,25.659596,-80.289114,Pinecrest,Miami-Dade County,AH   (),flood_factor_high,2020.0,3187
13,3.0,2.0,1783.0, Medium,Townhome,102.0,2005.0,28.386394,-80.607507,Cape Canaveral,Brevard County,X   (),flood_factor_high,2018.0,6619
975,4.0,3.0,2373.0, Medium,Single Family Home,12.0,2004.0,27.226613,-80.37508000000003,Port Saint Lucie,St. Lucie County,X   (),flood_factor_low,2004.0,265
476,2.0,1.0,894.0, Medium,Condo,23.0,1966.0,26.634028000000004,-80.081303,Lake Worth,Palm Beach County,X   (),flood_factor_low,2017.0,1631
959,5.0,3.0,3209.0, Low,Single Family Home,198.0,2019.0,30.332371000000002,-81.40196999999998,Atlantic Beach,Duval County,X   (),flood_factor_high,2018.0,4161
381,2.0,1.0,1440.0, Low,Single Family Home,134.0,1983.0,28.186742,-82.15917900000002,Zephyrhills,Pasco County,X   (),flood_factor_low,2016.0,9138
416,1.0,1.0,760.0, Medium,Condo,33.0,1966.0,26.611534999999996,-80.074878,Lake Worth Beach,Palm Beach County,X   (),flood_factor_low,2015.0,1631
883,2.0,2.0,1028.0, Medium,Condo,62.0,1964.0,26.243361,-80.08722399999998,Pompano Beach,Broward County,VE   (),flood_factor_high,2019.0,1036
389,3.0,2.0,1664.0, Low,Single Family Home,24.0,1996.0,27.945225,-80.63855600000002,Palm Bay,Brevard County,X500   (),flood_factor_low,2011.0,2924
207,4.0,4.0,3683.0, Low,Single Family Home,204.0,2006.0,28.598894,-80.82470699999998,Titusville,Brevard County,X   (),flood_factor_low,2005.0,1346
823,4.0,3.0,3256.0, Low,Single Family Home,161.0,1988.0,27.769018,-82.412369,Apollo Beach,Hillsborough County,AE   (),flood_factor_high,2020.0,5376
672,4.0,2.5,2100.0, Medium,Single Family Home,32.0,1998.0,26.319649,-80.16264,Deerfield Beach,Broward County,X   (),flood_factor_low,2010.0,1107
810,4.0,5.5,4358.0, Medium,Single Family Home,44.0,1970.0,26.205410999999998,-80.102828,Fort Lauderdale,Broward County,X500   (),flood_factor_high,2008.0,697
670,4.0,3.0,1595.0, Medium,Single Family Home,114.0,1945.0,25.729710999999998,-80.262886,Coral Gables,Miami-Dade County,X   (),flood_factor_low,2018.0,8595
687,5.0,4.0,2340.0, Medium,Single Family Home,3.0,1971.0,26.611596999999996,-80.10334,Lake Worth,Palm Beach County,X   (),flood_factor_low,2018.0,1631
127,5.0,4.0,5301.0, Medium,Single Family Home,29.0,1958.0,25.659027,-80.29950600000002,Pinecrest,Miami-Dade County,X500   (),flood_factor_low,2018.0,3187
989,3.0,2.0,1645.0, Low,Single Family Home,31.0,1999.0,27.045571000000002,-80.135378,Hobe Sound,Martin County,X   (),flood_factor_low,2016.0,4235
642,2.0,2.0,1240.0, Medium,Condo,184.0,1978.0,27.981328,-82.81750699999998,Clearwater Beach,Pinellas County,AE   (),flood_factor_high,2017.0,6643
510,3.0,2.0,1723.0, Low,Single Family Home,20.0,1995.0,27.98488,-82.15451,Plant City,Hillsborough County,X   (),flood_factor_low,2017.0,6623
198,3.0,2.0,1451.0, Low,Single Family Home,3.0,1972.0,27.870996,-82.827445,Largo,Pinellas County,X   (),flood_factor_low,2012.0,5508
398,2.0,2.5,1480.0, Medium,Townhome,53.0,2001.0,26.120607999999997,-80.354444,Sunrise,Broward County,AH   (),flood_factor_low,2018.0,3337
740,5.0,3.5,4864.0, Low,Single Family Home,1.0,2007.0,27.863764,-82.279267,Brandon,Hillsborough County,X   (),flood_factor_low,2013.0,476
955,5.0,4.0,3972.0, Medium,Single Family Home,4.0,2000.0,26.075705,-80.25383000000002,Davie,Broward County,X500   (),flood_factor_low,2015.0,4721
